Unnamed: 0,Title,Content,Translated_Content
621,Basni,"Basni (Hindi: बसनी ) is a village in Pindra Tehsil of Varanasi district in the Indian state of Uttar Pradesh.  The village falls under gram panchayat by the same name as the village.  The village is about 26 kilometers North-West of Varanasi city, 262 kilometers South-East of state capital Lucknow and 794 kilometers South-East of the national capital Delhi.",بسنہ (انگریزی: Basani) بھارت کا ایک گاؤں ہے جو ریاست اتر پردیش کے ضلع وارانسی کے پنڈرا ضلع میں واقع ہے۔ یہ گاؤں اسی نام کی گرام پنچایت کے تحت آتا ہے۔ یہ گاؤں وارانسی شہر سے تقریباً 26 کلومیٹر شمال مغرب میں، ریاستی دارالحکومت لکھنؤ سے 262 کلومیٹر جنوب مشرق میں اور قومی دارالحکومت دہلی سے 794 کلومیٹر جنوب مشرق میں واقع ہے۔
622,"Amaravathi (village), Guntur district","Amaravathi is a village in Guntur district of the Indian state of Andhra Pradesh.  It is located on the banks of Krishna River in Amaravathi mandal of Guntur revenue division.  The village is a part of Andhra Pradesh Capital Region, located 35 km west of the foundation stone of Amaravathi laid at Uddandarayunipalem.  Amaravati, the capital of Andhra Pradesh derives its name from the village.  It is a heritage town and was the capital of the Satavahana Kingdom.  Amaralingeswara temple in the village is a Pancharama Kshetra for the Hindus.  It is also a historic Buddhist site, and the Amaravathi Mahachaitya stupa was built here between the 2nd century BCE and the 3rd century CE.  It is one of the sites for Heritage City Development and Augmentation Yojana (HRIDAY) scheme of Government of India.",امراوتھ (انگریزی: Amaravati) ایک ہندوستانی گاؤں ہے جو گنتور ضلع میں واقع ہے۔ یہ گنتور ریونیو ڈویژن کے امراوتھ منڈل میں واقع ہے۔ یہ ایک تاریخی بدھ مت کی جگہ ہے اور امراوتھ مہاکاٹیا یہاں 2 ویں صدی قبل مسیح اور 3 ویں صدی کے درمیان تعمیر کیا گیا تھا۔ یہ شہر ہریٹیج سٹی ڈویلپمنٹ اینڈ اگمنٹیشن یوجنا (HYDA) کے تحت قائم کیا گیا ہے۔
623,"Punjab, India","Punjab ( ) is a state in northern India, forming part of the larger Punjab region.  The state is bordered by the Indian states of Jammu and Kashmir to the north, Himachal Pradesh to the east, Haryana to the south and southeast, Rajasthan to the southwest, and the Pakistan province of Punjab to the west.  The state capital is located in Chandigarh, a Union Territory and also the capital of the neighbouring state of Haryana.",پنجاب (انگریزی: Punjab) شمالی ہندوستان کی ایک ریاست ہے جو بڑے پنجاب خطے کا حصہ ہے۔ اس ریاست کی سرحدیں شمالی ہندوستان کی ریاستوں جموں و کشمیر، مشرقی ہندوستان کی ریاست ہماچل پردیش، جنوبی اور جنوب مشرقی ہندوستان کی ریاست ہریانہ، جنوب مغربی ہندوستان کی ریاست راجستھان اور مغربی پاکستان کی صوبہ پنجاب سے ملتی ہیں۔ اس ریاست کا دارالحکومت چندی گڑھ ہے جو ایک یونین علاقہ ہے اور ہمسایہ ریاست ہریانہ کا دارالحکومت بھی ہے۔
624,Howrah - Bhopal Weekly Express,"Bhopal–Howrah Express is a weekly express train of the Indian Railways, which runs between Bhopal Junction railway station of Bhopal, the capital city of Central Indian state Madhya Pradesh and Howrah Junction railway station of Kolkata, the capital city of east Indian state West Bengal.",بھوپال ہورا ایکسپریس ایک ہفتہ وار ایکسپریس ٹرین ہے جو ہندوستانی ریلوے کی ایک ہفتہ وار ایکسپریس ٹرین ہے جو بھوپال جنکشن ریلوے اسٹیشن ، بھوپال ، مرکزی ہندوستانی ریاست مدھیہ پردیش کے دارالحکومت اور کولکتہ کے ہورا جنکشن ریلوے اسٹیشن ، مشرقی ہندوستانی ریاست مغربی بنگال کے دارالحکومت کے درمیان چلتی ہے۔
625,Babatpur,"Babatpur is a village in Pindra Tehsil of Varanasi district in the Indian state of Uttar Pradesh.  The village falls under gram panchayat by the same name as the village.  The village also houses Lal Bahadur Shastri Airport (a.k.a. Babatpur Airport) which serves Varanasi district.  The village is about 26 kilometers North-West of Varanasi city, 260 kilometers South-East of state capital Lucknow and 797 kilometers South-East of the national capital Delhi.",بابت پور (انگریزی: Babatpur) بھارت کا ایک گاؤں ہے جو ریاست اتر پردیش کے ضلع وارانسی کے پنڈرا ضلع میں واقع ہے۔ یہ گاؤں گاؤں کے نام سے گرام پنچایت کے تحت آتا ہے۔ اس گاؤں میں لال بہادر شاستری ہوائی اڈہ (بشمول بابت پور ہوائی اڈہ) بھی ہے جو وارانسی ضلع کی خدمت کرتا ہے۔ یہ گاؤں وارانسی شہر سے تقریبا 26 کلومیٹر شمال مغرب میں ، ریاستی دارالحکومت لکھنؤ سے 260 کلومیٹر جنوب مشرق میں اور قومی دارالحکومت دہلی سے 797 کلومیٹر جنوب مشرق میں ہے۔
626,Badhauna,Badhauna (Hindi: बढ़ौना) is a village in Chandi Tehsil of Nalanda district in the Indian state of Bihar.  The village falls under gram panchayat by the same name as the village.  The village is about 54 kilometers of Patna of state capital Bihar and 1211 kilometers South-East of the national capital Delhi.,بھڈونا (ہندی: बढ़ौना) بھارت کے ریاست بہار کے ضلع نالندا کے چندی تحصیل کا ایک گاؤں ہے۔ یہ گاؤں اسی نام کی گرام پنچایت کے تحت آتا ہے۔ یہ گاؤں ریاستی دارالحکومت بہار کے پٹنہ سے تقریبا 54 کلومیٹر اور قومی دارالحکومت دہلی سے 1211 کلومیٹر جنوب مشرق میں ہے۔
627,Bhando,"Bhando is a village in Shahkot in Jalandhar district of Punjab State, India.  It is located 9 km from Shahkot, 25 km from Nakodar, 51 km from district headquarter Jalandhar and 175 km from state capital Chandigarh.  The village is administrated by a sarpanch who is an elected representative of village as per Panchayati raj (India).",بھندھو (انگریزی: Bhando) ہندوستان کا ایک گاؤں ہے جو پنجاب کے ضلع جالندھر میں واقع ہے۔ یہ گاؤں شاہ کوٹ سے 9 کلومیٹر ، ناکودار سے 25 کلومیٹر ، ضلع ہیڈکوارٹر جالندھر سے 51 کلومیٹر اور ریاستی دارالحکومت چندی گڑھ سے 175 کلومیٹر دور واقع ہے۔ گاؤں کا انتظام ایک سرپنچ کے ذریعہ کیا جاتا ہے جو پنچایت راج (ہندستان) کے مطابق گاؤں کا منتخب نمائندہ ہے۔
628,Ausanpur,"Ausan (Hindi: औसानपुर) is a village in Pindra Tehsil of Varanasi district in the Indian state of Uttar Pradesh.  The village has gram panchayat by the same name as the village.  The village is about 16 kilometers North-West of Varanasi city, 320 kilometers South-East of state capital Lucknow and 796 kilometers South-East of the national capital Delhi.",آسن (ہندی: औसानपुर) بھارتی ریاست اتر پردیش کے ضلع وارانسی کے پنڈرا ضلع میں ایک گاؤں ہے. گاؤں کے نام سے ایک گرام پنچایت ہے. گاؤں وارانسی شہر کے شمال مغرب میں 16 کلومیٹر، ریاست کے دارالحکومت لکھنؤ کے جنوب مشرق میں 320 کلومیٹر اور قومی دارالحکومت دہلی کے جنوب مشرق میں 796 کلومیٹر ہے.
629,"Wangjing, Manipur","Wangjing is a town and a municipal council in Thoubal district in the Indian state of Manipur.  It is about 6 km from district headquarters and an agricultural town in Thoubal district in the Indian state of Manipur.  It is bordered by Heirok village in the east, Tentha village in the south-west, and on the other side by agricultural land.  Wangjing River, a rivulet flowing down from the eastern hills, runs through the middle of the town, serving as a natural spring.  It is connected to other parts of the state by the Imphal-Moreh national highway.  It is the junction between Heirok and Tentha village.",وانگجنگ (انگریزی: Wangjing) ایک ہندوستانی شہر اور میونسپل کونسل ہے جو ہندوستانی ریاست منی پور کے تھوبال ضلع میں واقع ہے۔ یہ ضلع کے ہیڈکوارٹر اور ہندوستانی ریاست منی پور کے تھوبال ضلع میں ایک زرعی قصبے سے تقریبا 6 کلومیٹر دور ہے۔ اس کی سرحد مشرق میں ہیروک گاؤں ، جنوب مغرب میں ٹینٹا گاؤں ، اور دوسری طرف زرعی زمین سے ملتی ہے۔ وانگجنگ دریا ، جو مشرقی پہاڑیوں سے نیچے بہتی ہے ، شہر کے وسط سے گزرتی ہے ، جو ایک قدرتی چشمہ کی حیثیت سے کام کرتی ہے۔ یہ امفال - مورہ قومی شاہراہ سے ریاست کے دیگر حصوں سے جڑا ہوا ہے۔
630,Moringa oleifera,"Moringa oleifera is the most widely cultivated species of the genus ""Moringa"", which is the only genus in the family Moringaceae.  English common names include: moringa, drumstick tree (from the appearance of the long, slender, triangular seed-pods), horseradish tree (from the taste of the roots, which resembles horseradish), ben oil tree, or benzoil tree (from the oil which is derived from the seeds).  It is a fast-growing, drought-resistant tree, native to the southern foothills of the Himalayas in northwestern India, and widely cultivated in tropical and subtropical areas where its young seed pods and leaves are used as vegetables.  It can also be used for water purification and hand washing, and is sometimes used in herbal medicine.","Moringa oleifera Moringaceae کے خاندان میں سب سے زیادہ وسیع پیمانے پر کاشت شدہ پرجاتی ہے، جو Moringaceae خاندان میں واحد نسل ہے. انگریزی عام ناموں میں شامل ہیں: Moringa, Drumstocky درخت (لمبی، پتلی، مثلث بیج پوڈ کی ظاہری شکل سے) ، horseradish درخت (جڑ کے ذائقہ سے، جو horseradish کی طرح ہے) ، بین تیل درخت، یا benzoil درخت (بیجوں سے حاصل ہونے والے تیل سے) ۔ یہ ایک تیزی سے بڑھتی ہوئی، خشک سالی کے خلاف مزاحم درخت ہے، شمال مغربی ہندوستان میں ہمالیہ کے جنوبی دامن میں مقامی، اور وسیع پیمانے پر اشنکٹبندیی اور ذیلی اشنکٹبندیی علاقوں میں کاشت کیا جاتا ہے."
631,Nautilocalyx,Nautilocalyx is a genus of plant in family Gesneriaceae.,Nautilocalyx خاندان Gesneriaceae میں پودوں کی ایک جینس ہے.
632,Psaronius,"Psaronius was a Marattialean tree fern which grew to 10m in height, and is associated with leaves of the organ genus ""Pecopteris"" and other extinct tree ferns.  Originally, ""Psaronius"" was a name for the petrified stems, but today the genus is used for the entire tree fern.  ""Psaronius"" tree fern fossils are found from the Carboniferous through the Permian.","""پسرونیس ایک ماراٹیلین درخت کا فرن تھا جو 10 میٹر اونچائی تک بڑھتا تھا ، اور یہ آرگن جینس """"پیکوپٹیرس"""" اور دیگر معدوم درختوں کے فرنوں کے پتیوں سے وابستہ ہے۔ اصل میں ، """"پسرونیس"""" پتھریلی ٹہنیاں کا نام تھا ، لیکن آج کل یہ جینس پورے درخت کے فرن کے لئے استعمال ہوتی ہے۔ """"پسرونیس"""" درخت کے فرن کے فوسلز کاربن سے پرمین تک پائے جاتے ہیں۔"""
633,Gymnocladus,"Gymnocladus (Neo-Latin, from Greek γυμνὀς, ""gymnos"", naked + κλάδος, ""klados"", branch) is a small genus of leguminous trees.  The common name coffeetree is used for this genus.","Gymnocladus (Neo-Latin: Gymnos, ننگے + klados، شاخ) ایک قسم کا پودہ دار درخت ہے۔ اس جینس کے لیے عام نام Coffetree استعمال کیا جاتا ہے۔"
634,Australian green tree frog,"The Australian green tree frog, simply green tree frog in Australia, White's tree frog, or dumpy tree frog (""Litoria caerulea"") is a species of tree frog native to Australia and New Guinea, with introduced populations in the United States and New Zealand, though the latter is believed to have died out.  The species belongs to the genus ""Litoria"".  It is morphologically similar to some other members of the genus, particularly the magnificent tree frog (""L. splendida"") and the white-lipped tree frog (""L. infrafrenata"").","آسٹریلیائی سبز درخت مینڈک (انگریزی: Australian green tree frog) ، آسٹریلیا میں صرف سبز درخت مینڈک، وائٹ کے درخت مینڈک، یا ڈمپی درخت مینڈک (انگریزی: White's tree frog) ، آسٹریلیا اور نیو گنی میں مقامی درخت مینڈک کی ایک پرجاتی ہے، جس کی آبادی ریاستہائے متحدہ اور نیوزی لینڈ میں متعارف کرائی گئی ہے، حالانکہ خیال کیا جاتا ہے کہ یہ نسل ""Litoria"" جینس سے تعلق رکھتی ہے۔ یہ مورفولوجی طور پر جینس کے کچھ دیگر ارکان سے ملتی جلتی ہے۔"
635,Tree fern,"The tree ferns are the ferns that grow with a trunk elevating the fronds above ground level.  Most tree ferns are members of the ""core tree ferns"", belonging to the families Dicksoniaceae, Metaxyaceae, and Cibotiaceae in the order Cyatheales.  In addition to those families, many ferns in other groups may be considered tree ferns, such as several ferns in the family Osmundaceae, which can achieve short trunks under a metre tall, and particularly ferns in the genus ""Cibotium"", which can grow ten metres tall.  Fern species with short trunks in the genera ""Blechnum, Calochleana, Cnemedaria, Culcita"" (Europe's only tree fern), ""Cystodium, Leptopteris, Lophosoria, Sadleria, Thyrsopteris"" and ""Todea"" could also be considered tree ferns in a liberal interpretation of the term.",درختوں کی فرن (انگریزی: Tree fern) ایک قسم کی فرن ہے جو درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں کے درختوں
636,Gymnocladus chinensis,"Gymnocladus chinensis, the soap tree or Chinese coffeetree, is a tree in the subfamily Caesalpinioideae of the pea family Fabaceae, native to central China.  It grows slowly and is apparently extremely rare.  The leaves have huge bipinnate leaves starting purple then shading to green.",جمنوکلاڈس چائنسی (انگریزی: Gymnocladus chinensis) ایک درخت ہے جو چینی فیکٹریوں میں پائے جاتے ہیں۔ یہ ایک قسم کا درخت ہے جو چین کے وسطی حصے میں پائے جاتے ہیں۔ اس کے پتے بڑے بڑے ہوتے ہیں اور ان کے پتے بڑے بڑے ہوتے ہیں۔
637,Cajeput tree,"Cajeput tree is a common name used for certain classification of tree that has a white spongy bark that is flexible and can easily flake off the trunk.  The Cajeput tree is of the genus ""Melaleuca"", native to Australia and is commonly known in North America as the Tea Tree.  The name ""Cajeput tree"" is primarily used for the species ""M. cajuputi"", ""M. leucadendra"", ""M. linariifolia"", ""M. viridiflora"" and ""M. quinquenervia"".  Other names for these trees are the paperbark tree, punk tree, or the white bottle brush tree.  Similar subtropical trees from the eucalyptus family are evergreens with pointed leaves and white, red or green flowers.  Aborigines of Australia often used the cajeput tree bark for shields, canoes, roofing material and timber.","""کجھپوتے کا درخت ایک قسم کا درخت ہے جس کی چھال سفید اور نرم ہوتی ہے۔ اس کے درختوں کے نام """"کجھپوتے"""" اور """"کجھپوتے"""" ہیں۔ اس کے درختوں کے نام """"کجھپوتے"""" اور """"کجھپوتے"""" ہیں۔ اس کے درختوں کے نام """"کجھپوتے"""" اور """"کجھپوتے"""" ہیں۔ اس کے درختوں کے نام """"کجھپوتے"""" اور """"کجھپوتے"""" ہیں۔ اس کے درختوں کے نام """"کجھپوتے"""" اور """"کجھپوتے"""" ہیں۔ اس کے درختوں کے نام """"کجھپوتے"""" اور """"کجھپوتے"""" ہیں۔"""
638,Kentucky coffeetree,"The Kentucky coffeetree, Gymnocladus dioicus, is a tree in the subfamily Caesalpinioideae of the pea family Fabaceae, native to the Midwest and Upper South of North America.  The seed may be roasted and used as a substitute for coffee beans; however, unroasted pods and seeds are toxic.  The wood from the tree is used by cabinetmakers and carpenters.",کینٹکی کافٹی ٹری (Gymnocladus dioicus) ایک درخت ہے جو کیکڑے کے خاندان کی Caesalpinioideae کے ذیلی خاندان میں ہے ، جو شمالی امریکہ کے مڈویسٹ اور اوپری جنوب میں ہے۔ اس کے بیجوں کو بھون کر کافی کے دانوں کے متبادل کے طور پر استعمال کیا جاسکتا ہے۔ تاہم ، غیر بھونے والے پوڈ اور بیج زہریلے ہیں۔ اس درخت کی لکڑی کو کابینہ ساز اور کارپینٹر استعمال کرتے ہیں۔
639,Cyclorana,"Cyclorana is a genus of frogs in the family Hylidae (tree frogs), whose members are found in most of Australia.  It was formerly considered a separate genus, but reclassified following a major revision by Frost et al. in 2006.  Although classified as tree frogs, this genus is entirely terrestrial and lacks toe pads which their arboreal relatives use for climbing.  They are classified as tree frogs because of their similarity with the other members of the genus ""Litoria"" in terms of skeletal structure and physical resemblance of the tadpoles.","""سائکلورانا (انگریزی: Cyclorana) ایک جینس ہے جو ہائلیڈائڈ (Hylidae) خاندان میں پائی جاتی ہے۔ اس جینس کے ارکان آسٹریلیا کے بیشتر حصوں میں پائے جاتے ہیں۔ اس جینس کو پہلے ایک علیحدہ جینس سمجھا جاتا تھا ، لیکن اس کی درجہ بندی میں تبدیلی کی گئی ہے۔ اگرچہ اسے درختوں کے مینڈکوں کے طور پر درجہ بندی کیا گیا ہے ، لیکن اس میں مکمل طور پر زمینی ہے اور اس کے پاؤں کے پیڈ نہیں ہیں جو اس کے درختوں پر چڑھنے کے لئے استعمال ہوتے ہیں۔ """""
640,Major League Football,"Major League Football (MLFB) is a proposed professional American football league based in Lakewood Ranch, Florida; it currently consists of eight announced teams and all teams are league-owned.  Major League Football, Inc., is a publicly traded company.  In June 2016, eviction papers were served to the league for non-payment of rent beginning in March 2016 on its offices at the Lakewood Ranch facility.  There have been no official updates by the league since March 31, 2016.",میجر لیگ فٹ بال (MLF) ایک پیشہ ور امریکی فٹ بال لیگ ہے جو فلوریڈا کے لیک ووڈ رنچ میں واقع ہے۔ اس میں فی الحال آٹھ اعلان شدہ ٹیمیں ہیں اور تمام ٹیمیں لیگ کی ملکیت ہیں۔ میجر لیگ فٹ بال ، انکارپوریٹڈ ایک عوامی طور پر تجارت کی جانے والی کمپنی ہے۔ جون 2016 میں ، لیک ووڈ رنچ کی سہولت میں اپنے دفاتر پر مارچ 2016 سے شروع ہونے والے کرایہ کی ادائیگی نہ کرنے پر لیگ کو بے دخل کرنے کے کاغذات پیش کیے گئے تھے۔
641,Lakewood Ranch High School,"The Lakewood Ranch High School in Manatee County, Florida, United States, was opened in 1998 in Bradenton, Florida.  It is named after the housing development it borders, Lakewood Ranch.",لیک ووڈ رنچ ہائی اسکول ، فلوریڈا ، ریاستہائے متحدہ میں واقع ، 1998 میں براڈنٹن ، فلوریڈا میں کھولا گیا تھا۔ اس کا نام اس کے ساتھ ملحقہ ہاؤسنگ ڈویلپمنٹ ، لیک ووڈ رنچ کے نام پر رکھا گیا ہے۔
642,"Remington Ranch, Texas","Remington Ranch is a master planned community located in unincorporated Harris County, Texas.  The development, with 2,100 single-family houses, is located between Interstate 45 and the Hardy Toll Road.  It is north of Greenspoint Mall and in proximity to George Bush Intercontinental Airport.","ریمنگٹن رنچ ایک ماسٹر پلانڈ کمیونٹی ہے جو غیر منسلک ہیرس کاؤنٹی ، ٹیکساس میں واقع ہے۔ یہ ترقی ، 2,100،XNUMX سنگل فیملی ہاؤسز کے ساتھ ، انٹرسٹیٹ 45 اور ہارڈی ٹول روڈ کے درمیان واقع ہے۔ یہ گرین پوائنٹ مال کے شمال میں ہے اور جارج بش انٹرکانٹیننٹل ہوائی اڈے کے قریب ہے۔"
643,Palmer Ranch,"Palmer Ranch is a massive real estate development in Sarasota County, Florida between the cities of Sarasota and Osprey.  Located very roughly by Clark Road, Tamiami Trail and Interstate 75, it was part of the original 80,000 acres (320 km²) of Florida land purchased by Bertha Honoré Palmer, wife of Chicago department store tycoon Potter Palmer, best known for the famed Palmer House hotel in Chicago.  It is one of many former Florida cattle ranches developed into planned communities; the other most notable ranch conversion in the Sarasota Bradenton area is Lakewood Ranch.",پالمر رنچ ، فلوریڈا میں ایک بڑے پیمانے پر رئیل اسٹیٹ ڈویلپمنٹ ہے ، جو سرسوٹا اور آسپری شہروں کے درمیان واقع ہے۔ کلارک روڈ ، ٹامیامی ٹریل اور انٹرسٹیٹ 75 کے قریب واقع ہے ، یہ فلوریڈا کی اصل 80،000 ایکڑ (320 کلومیٹر 2) زمین کا حصہ تھا جو شکاگو کے ڈپارٹمنٹ اسٹور کے تاجر برٹا اونورے پالمر کی اہلیہ ، جو شکاگو میں مشہور پالمر ہاؤس ہوٹل کے لئے مشہور ہے۔ یہ بہت سے سابق مویشیوں کے کھیتوں میں سے ایک ہے جو منصوبہ بند کمیونٹیز میں تیار کیا گیا ہے۔
644,"Tustin Ranch, Tustin, California","Tustin Ranch is an upscale community located in the city of Tustin, California in Orange County, California.  The property is historically part of the Irvine Ranch, and was a land preserve up until the creation of the community.  The Irvine Company decided to build the master planned community in 1982, which was approved for construction in 1986 by the County of Orange.  It was annexed to the city of Tustin in 1986, and formed the 92782 ZIP Code.  The Tustin Ranch was formerly a citrus ranch prior to the 1980s before its development.  Today, you will find no citrus ranches on the Tustin Ranch plan, but almost all of the community streets are named after components of the former ranch.",ٹسٹن رنچ ، ایک اعلی درجے کی کمیونٹی ہے جو کیلیفورنیا کے اورنج کاؤنٹی میں واقع ہے ، اور اس کی تعمیر کے لئے 1986 میں کاؤنٹی آف اورنج نے منظوری دی تھی۔ ٹسٹن رنچ کو 1986 میں شہر کے ساتھ ملایا گیا تھا ، اور اس نے 92782 زپ کوڈ تشکیل دیا تھا۔ ٹسٹن رنچ اس کی ترقی سے پہلے 1980 کی دہائی سے پہلے ایک لیموں کا فارم تھا۔ آج ، آپ کو ٹسٹن رنچ پلان پر کوئی لیموں کا فارم نہیں ملے گا۔
645,"Forest Lake, Queensland","Forest Lake was the first Master Planned Community within the municipality of Brisbane, Queensland.  It has won numerous awards for its design and had a population of 20,900 residents, as of February 2006.  Delfin, the developer of Forest Lake, was absorbed into Lend Lease in 2001.  Now operating as Delfin Lend Lease, they are developing the adjacent Springfield Lakes Master Planned Community.","""اس کے بعد ، اس نے اس کے ڈیزائن کے لئے متعدد ایوارڈز جیت لئے اور اس کی آبادی فروری 2006 تک 20,900 ،XNUMX تھی ، اور اس کے بعد اس نے """"ڈیلفن لیک"""" کو """"ڈیلفن لیک"""" کے نام سے مل کر """"ڈیلفن لیک"""" کے نام سے مل کر """"ڈیلفن لیک"""" کے نام سے مل کر """"ڈیلفن لیک"""" کے نام سے مل کر """"ڈیلفن لیک"""" کے نام سے مل کر """"ڈیلفن لیک"""" کے نام سے مل کر """"ڈیلفن لیک"""" کے نام سے مل کر """"ڈیلفن لیک"""" کے نام سے مل کر """"ڈیلفن لیک"""" کے نام سے مل کر """"ڈیلف"""" کے نام سے مل کر """"ڈیلف"""" کے نام سے مل کر """"ڈیلف"""" کے نام سے مل کر """"ڈیلف"""" کے نام سے مل کر """"ڈیل"""" کے نام سے مل کر """"ڈیل"""" ہوگیا۔"""
646,"Lakewood Ranch, Florida","Lakewood Ranch is a master planned community in southeastern Manatee County, Florida, United States, built on part of what was previously a timber ranch owned by members of Milwaukee's Uihlein family.  It is part of the North Port-Bradenton-Sarasota, Florida Metropolitan Statistical Area.  The population for the 34202 ZIP Code Tabulation Area, in which Lakewood Ranch is located, was 19,816 at the 2010 Census (a 29% increase over the population of 15,335 at the 2000 Census.) .","لیک ووڈ رینچ ، ریاستہائے متحدہ امریکہ کے ریاست فلوریڈا کے جنوب مشرقی مینٹی کاؤنٹی میں ایک ماسٹر پلانڈ کمیونٹی ہے ، جو پہلے ملواکی کے وائیہلین خاندان کے ممبروں کی ملکیت میں لکڑی کے کھیت کے ایک حصے پر تعمیر کی گئی تھی۔ یہ شمالی پورٹ بریڈٹن ساراسوٹا ، فلوریڈا میٹروپولیٹن شماریاتی علاقے کا حصہ ہے۔ 34202 زپ کوڈ ٹیبلنگ ایریا ، جس میں لیک ووڈ رینچ واقع ہے ، 2010 کی مردم شماری میں 19,816 تھا ، 2000 کی مردم شماری میں 15,35 کی آبادی کے مقابلے میں 29 فیصد اضافہ۔"
647,Shadow Creek Ranch,"Shadow Creek Ranch is a master planned community in Pearland, Texas, United States.  Shadow Creek Ranch, which has 3500 acre of space, is west of State Highway 288, south of Beltway 8, and about 10 mi from the Texas Medical Center.",شیڈو کریک رنچ ، ایک ماسٹر پلانڈ کمیونٹی ہے جو پیئرلینڈ ، ٹیکساس ، ریاستہائے متحدہ میں واقع ہے۔ شیڈو کریک رنچ ، جس میں 3500 ایکڑ کی جگہ ہے ، اسٹیٹ ہائی وے 288 کے مغرب میں ، بیلٹ وے 8 کے جنوب میں ، اور ٹیکساس میڈیکل سینٹر سے تقریبا 10 میل دور ہے۔
648,United States,"The United States of America (USA), commonly known as the United States (U.S.) or America ( ), is a federal republic composed of 50 states, a federal district, five major self-governing territories, and various possessions.  Forty-eight states and the federal district are contiguous and located in North America between Canada and Mexico.  The state of Alaska is in the northwest corner of North America, bordered by Canada to the east and across the Bering Strait from Russia to the west.  The state of Hawaii is an archipelago in the mid-Pacific Ocean.  The U.S. territories are scattered about the Pacific Ocean and the Caribbean Sea, stretching across nine official time zones.  The extremely diverse geography, climate and wildlife of the United States make it one of the world's 17 megadiverse countries.",ریاستہائے متحدہ امریکہ (انگریزی: United States of America) ایک وفاقی جمہوریہ ہے جو 50 ریاستوں، ایک وفاقی ضلع، پانچ بڑے خود مختار علاقوں اور مختلف ملکیتوں پر مشتمل ہے۔ 48 ریاستیں اور وفاقی ضلع کینیڈا اور میکسیکو کے درمیان شمالی امریکہ میں واقع ہیں۔ ریاست الاسکا شمالی امریکہ کے شمال مغربی کونے میں واقع ہے ، جس کی سرحد مشرق میں کینیڈا اور مغرب میں روس سے بیئرنگ آبنائے کے پار ہے۔ ریاست ہوائی بحر الکاہل کے وسط میں ایک جزیرہ نما ہے۔ ریاستہائے متحدہ کے علاقے بحر الکاہل اور بحیرہ کیریبین کے بارے میں بکھرے ہوئے ہیں ، جو نو سرکاری ٹائم زون میں پھیلا ہوا ہے۔
649,Santa Clarita Valley,"The Santa Clarita Valley is part of the upper watershed of Santa Clara River in Southern California.  The valley was part of the 48,612 acre Rancho San Francisco Mexican land grant.  Located in Los Angeles County, its main population center is the city of Santa Clarita which includes the communities of Canyon Country, Newhall, Saugus, and Valencia.  Adjacent unincorporated communities include Castaic, Stevenson Ranch, Sunset Pointe, Tesoro, Val Verde, Westridge, and the new master planned community of Newhall Ranch.",سانٹا کلاریٹا وادی ، جو جنوبی کیلیفورنیا میں واقع ہے ، سانٹا کلاریٹا دریا کے اوپری آبی ذخیرے کا حصہ ہے۔ یہ وادی 48612 ایکڑ رنچو سان فرانسسکو میکسیکن لینڈ گرانٹ کا حصہ تھی۔ لاس اینجلس کاؤنٹی میں واقع ، اس کا بنیادی آبادی کا مرکز سانٹا کلاریٹا شہر ہے جس میں کینین کنٹری ، نیو ہال ، ساگوس ، اور والینسیا کی کمیونٹیز شامل ہیں۔ ملحقہ غیر منسلک کمیونٹیز میں کاسٹیک ، اسٹیونسن رنچ ، سنسٹ پوائنٹ ، ٹیسورو ، وال ورڈ اور ویسٹ ریج شامل ہیں۔
