question,answer,classification,retrieved_context,final_answer,classification_time,decomposition_time,retrieval_time,generation_time,total_time,total_time_without_classification,level
What 1158 acre lake near Mount Assurance drains into Mascoma River?,Mascoma Lake,singlehop,"['Mount Assurance is a mountain in New Hampshire, United States.  It is close to Enfield and Mascoma Lake.  It is possible to hike up the mountain.', 'The lake has 6.3 mi of shoreline, and is approximately 3 mi long by 0.5 mi wide.  All but the northernmost end of the pond is in the town of Canaan', 'into Carpenter Lake of Tyaughton Creek (E) and Gun Creek (W)', 'Mount Assurance is a mountain in New Hampshire, United States.  It is close to Enfield and Mascoma Lake.  It is possible to hike up the mountain.', 'into Carpenter Lake of Tyaughton Creek (E) and Gun Creek (W)', 'lake-filled valley, criss-crossing Interstate 80', 'into Carpenter Lake of Tyaughton Creek (E) and Gun Creek (W)', 'Mount Assurance is a mountain in New Hampshire, United States.  It is close to Enfield and Mascoma Lake.  It is possible to hike up the mountain.', 'Despite the shared name, it is not directly on the course of Tyaughton Creek, but is linked to the lower canyon of that creek by a short intermediary stream', 'Mount Assurance is a mountain in New Hampshire, United States.  It is close to Enfield and Mascoma Lake.  It is possible to hike up the mountain.', 'Mascoma Lake is a 1158 acre lake in western New Hampshire, United States', 'The museum features exhibitions, artifacts, eight Shaker buildings and restored Shaker gardens.  It is located in a valley between Mount Assurance and Mascoma Lake in Enfield.', 'The lake has 6.3 mi of shoreline, and is approximately 3 mi long by 0.5 mi wide.  All but the northernmost end of the pond is in the town of Canaan', 'Mount Assurance is a mountain in New Hampshire, United States.  It is close to Enfield and Mascoma Lake.  It is possible to hike up the mountain.', 'The average depth of the pond is approximately 10 ft , with the deepest part approximately 35 ft .  The lake is part of the Mascoma River watershed, flowing to the Connecticut River.', 'Mount Assurance is a mountain in New Hampshire, United States.  It is close to Enfield and Mascoma Lake.  It is possible to hike up the mountain.', 'Mascoma Lake is a 1158 acre lake in western New Hampshire, United States', 'The museum features exhibitions, artifacts, eight Shaker buildings and restored Shaker gardens.  It is located in a valley between Mount Assurance and Mascoma Lake in Enfield.', 'lake-filled valley, criss-crossing Interstate 80', 'Mount Assurance is a mountain in New Hampshire, United States.  It is close to Enfield and Mascoma Lake.  It is possible to hike up the mountain.', 'into Carpenter Lake of Tyaughton Creek (E) and Gun Creek (W)', 'into Carpenter Lake of Tyaughton Creek (E) and Gun Creek (W)', 'Mount Assurance is a mountain in New Hampshire, United States.  It is close to Enfield and Mascoma Lake.  It is possible to hike up the mountain.', 'Despite the shared name, it is not directly on the course of Tyaughton Creek, but is linked to the lower canyon of that creek by a short intermediary stream']",Mascoma Lake drains into Mascoma River.,3.487756252,0.813851595,2.235219955,3.849945545,10.38677335,6.899017096,medium
Alone Again (Naturally) is a studio album by a pop music singer who was nominated for six what?,Grammy Awards,singlehop,"['Alone Again (Naturally) is a studio album by American pop singer Andy Williams that was released in September 1972 by Columbia Records and mainly consisted of songs originated by other artists', 'the album forever changed the hip-hop industry because of the album\'s 12th track, ""Alone Again', 'as well as accompanying her second studio album of the same name', 'Alone Again (Naturally) is a studio album by American pop singer Andy Williams that was released in September 1972 by Columbia Records and mainly consisted of songs originated by other artists', 'He recorded 44 albums in his career, 15 of which have been gold-certified and three of which have been platinum-certified.  He was also nominated for six Grammy Awards', 'eighteen promotional singles (solo) and eight other guest or special appearance singles as a solo artist', 'Alone Again (Naturally) is a studio album by American pop singer Andy Williams that was released in September 1972 by Columbia Records and mainly consisted of songs originated by other artists', 'only behind Eminem\'s ""The Eminem Show"" and at the time the fastest selling solo female album ever', 'Alone Again (Naturally) is a studio album by American pop singer Andy Williams that was released in September 1972 by Columbia Records and mainly consisted of songs originated by other artists', 'the album forever changed the hip-hop industry because of the album\'s 12th track, ""Alone Again', 'the album forever changed the hip-hop industry because of the album\'s 12th track, ""Alone Again', 'as well as accompanying her second studio album of the same name', 'Alone Again (Naturally) is a studio album by American pop singer Andy Williams that was released in September 1972 by Columbia Records and mainly consisted of songs originated by other artists', 'the album forever changed the hip-hop industry because of the album\'s 12th track, ""Alone Again', 'Alone Again (Naturally) is a studio album by American pop singer Andy Williams that was released in September 1972 by Columbia Records and mainly consisted of songs originated by other artists', '""  Biz was served a lawsuit by Gilbert O\'Sullivan because of ""Alone Again"" featuring an unauthorized sample from his 1972 song ""Alone Again (Naturally)', 'Alone Again (Naturally) is a studio album by American pop singer Andy Williams that was released in September 1972 by Columbia Records and mainly consisted of songs originated by other artists', 'He recorded 44 albums in his career, 15 of which have been gold-certified and three of which have been platinum-certified.  He was also nominated for six Grammy Awards']",Grammy Awards,3.703958273,1.182018995,2.100165129,3.562671423,10.54881382,6.844855547,medium
Have singers Jessicka and Chuck Billy appeared in the same band?,no,singlehop,"['Released in 1997 with original members Chuck Billy (Vocals) and Eric Peterson (Guitar), the record also features artists Derrick Ramirez (Bass), Gene Hoglan (Drums) and Glen Alvelais (Guitar)', 'The band originally consisted of the lead singer Mary Joe (Annika Ljungberg), alongside Bobby Sue (Kent Olander), Ken Tacky (Arne Arstrand), Billy Ray (Jonas Nilsson) and Mup (Patrick Edenberg)', 'Peterson and Billy are the only band members to appear on every album.', 'which was featured on their past two albums', 'Although both have been on the music scene for a while, it was not till they formed an alliance that they both gained prominence', 'guitar and saxophone), David J (bass guitar and vocals) and Kevin Haskins (drums and synthesisers) after that group split in 1983', 'Released in 1997 with original members Chuck Billy (Vocals) and Eric Peterson (Guitar), the record also features artists Derrick Ramirez (Bass), Gene Hoglan (Drums) and Glen Alvelais (Guitar)', ""Formed in 1983 under the name Legacy, the band's current lineup comprises guitarists Eric Peterson and Alex Skolnick, lead vocalist Chuck Billy, drummer Gene Hoglan, and bassist Steve Di Giorgio"", 'Peterson and Billy are the only band members to appear on every album.', 'Peterson and Billy are the only band members to appear on every album.', 'Released in 1997 with original members Chuck Billy (Vocals) and Eric Peterson (Guitar), the record also features artists Derrick Ramirez (Bass), Gene Hoglan (Drums) and Glen Alvelais (Guitar)', 'Charles ""Chuck"" Billy (born June 23, 1962) is an American vocalist, who is best known as the lead vocalist for the thrash metal band Testament.', 'The band originally consisted of the lead singer Mary Joe (Annika Ljungberg), alongside Bobby Sue (Kent Olander), Ken Tacky (Arne Arstrand), Billy Ray (Jonas Nilsson) and Mup (Patrick Edenberg)', 'Released in 1997 with original members Chuck Billy (Vocals) and Eric Peterson (Guitar), the record also features artists Derrick Ramirez (Bass), Gene Hoglan (Drums) and Glen Alvelais (Guitar)', 'Released in 1997 with original members Chuck Billy (Vocals) and Eric Peterson (Guitar), the record also features artists Derrick Ramirez (Bass), Gene Hoglan (Drums) and Glen Alvelais (Guitar)', 'Peterson and Billy are the only band members to appear on every album.', 'Released in 1997 with original members Chuck Billy (Vocals) and Eric Peterson (Guitar), the record also features artists Derrick Ramirez (Bass), Gene Hoglan (Drums) and Glen Alvelais (Guitar)', 'Although both have been on the music scene for a while, it was not till they formed an alliance that they both gained prominence', 'Charles ""Chuck"" Billy (born June 23, 1962) is an American vocalist, who is best known as the lead vocalist for the thrash metal band Testament.', 'Released in 1997 with original members Chuck Billy (Vocals) and Eric Peterson (Guitar), the record also features artists Derrick Ramirez (Bass), Gene Hoglan (Drums) and Glen Alvelais (Guitar)']","No, Jessicka has not appeared in the same band as Chuck Billy.",3.725767612,0.898735523,2.390936375,4.039310455,11.05474997,7.328982353,medium
"Who was the director of the 2013 British short film starring the actor who played Major Lance ""Corky"" Corkoran in the BBC series ""The Night Manager""?",Mark Gill,multihop,"['He also played the lead in the ITV\'s ""Doctor Thorne"" and won the BAFTA Television Award for Best Supporting Actor for his role as Major Lance ""Corky"" Corkoran in the BBC series ""The Night Manager"".', 'The Night Manager is a British television serial directed by Susanne Bier and starring Tom Hiddleston, Hugh Laurie, Olivia Colman, David Harewood, Tom Hollander, and Elizabeth Debicki', 'His movie career began in 1994 with the movie ""Blink"" in which he played the role of Neal Booker.  He played Paddy O\'Brien in """", the most successful film in which he has a credited role.', 'The film was co-produced and directed by Kosinski.  It stars Tom Cruise, Morgan Freeman, Andrea Riseborough, and Olga Kurylenko.  The film was released in the U.S. on April 19, 2013', 'It won the Best British Short film at the 2012 Moët British Independent Film Awards and the Grand Jury Prize for Best Film at San Francisco Shorts 2013', 'The film was directed by Sean Anders, and stars Josh Zuckerman, Amanda Crew, Clark Duke, Seth Green, and James Marsden, while Katrina Bowden, Alice Greczyn, Michael Cudlitz, Dave Sheridan', 'The Night Manager is a British television serial directed by Susanne Bier and starring Tom Hiddleston, Hugh Laurie, Olivia Colman, David Harewood, Tom Hollander, and Elizabeth Debicki', 'He also played the lead in the ITV\'s ""Doctor Thorne"" and won the BAFTA Television Award for Best Supporting Actor for his role as Major Lance ""Corky"" Corkoran in the BBC series ""The Night Manager"".', 'He also played the lead in the ITV\'s ""Doctor Thorne"" and won the BAFTA Television Award for Best Supporting Actor for his role as Major Lance ""Corky"" Corkoran in the BBC series ""The Night Manager"".', 'The Night Manager is a British television serial directed by Susanne Bier and starring Tom Hiddleston, Hugh Laurie, Olivia Colman, David Harewood, Tom Hollander, and Elizabeth Debicki', 'His movie career began in 1994 with the movie ""Blink"" in which he played the role of Neal Booker.  He played Paddy O\'Brien in """", the most successful film in which he has a credited role.', 'He also played the lead in the ITV\'s ""Doctor Thorne"" and won the BAFTA Television Award for Best Supporting Actor for his role as Major Lance ""Corky"" Corkoran in the BBC series ""The Night Manager"".', 'His movie career began in 1994 with the movie ""Blink"" in which he played the role of Neal Booker.  He played Paddy O\'Brien in """", the most successful film in which he has a credited role.', 'The Night Manager is a British television serial directed by Susanne Bier and starring Tom Hiddleston, Hugh Laurie, Olivia Colman, David Harewood, Tom Hollander, and Elizabeth Debicki', 'He also played the lead in the ITV\'s ""Doctor Thorne"" and won the BAFTA Television Award for Best Supporting Actor for his role as Major Lance ""Corky"" Corkoran in the BBC series ""The Night Manager"".', 'The Night Manager is a British television serial directed by Susanne Bier and starring Tom Hiddleston, Hugh Laurie, Olivia Colman, David Harewood, Tom Hollander, and Elizabeth Debicki', 'He also played the lead in the ITV\'s ""Doctor Thorne"" and won the BAFTA Television Award for Best Supporting Actor for his role as Major Lance ""Corky"" Corkoran in the BBC series ""The Night Manager"".', 'The Night Manager is a British television serial directed by Susanne Bier and starring Tom Hiddleston, Hugh Laurie, Olivia Colman, David Harewood, Tom Hollander, and Elizabeth Debicki', 'His movie career began in 1994 with the movie ""Blink"" in which he played the role of Neal Booker.  He played Paddy O\'Brien in """", the most successful film in which he has a credited role.', 'He also played the lead in the ITV\'s ""Doctor Thorne"" and won the BAFTA Television Award for Best Supporting Actor for his role as Major Lance ""Corky"" Corkoran in the BBC series ""The Night Manager"".', 'The Night Manager is a British television serial directed by Susanne Bier and starring Tom Hiddleston, Hugh Laurie, Olivia Colman, David Harewood, Tom Hollander, and Elizabeth Debicki', 'His movie career began in 1994 with the movie ""Blink"" in which he played the role of Neal Booker.  He played Paddy O\'Brien in """", the most successful film in which he has a credited role.']",The director of the 2013 British short film was Kosinski.,4.323708296,1.348278761,2.268968344,4.301852942,12.24280834,7.919100046,medium
"King Duncan is the father of which character in William Shakespeare's ""Macbeth""?",Donalbain,singlehop,"['King Duncan is a character in William Shakespeare\'s play ""Macbeth"".', 'King Duncan is a fictional character in Shakespeare\'s ""Macbeth', '1001 – 14 August 1040) was king of Scotland (""Alba"") from 1034 to 1040.  He is the historical basis of the ""King Duncan"" in Shakespeare\'s play ""Macbeth"".', 'King Duncan is a character in William Shakespeare\'s play ""Macbeth"".', 'King Duncan is a fictional character in Shakespeare\'s ""Macbeth', '1001 – 14 August 1040) was king of Scotland (""Alba"") from 1034 to 1040.  He is the historical basis of the ""King Duncan"" in Shakespeare\'s play ""Macbeth"".', 'King Duncan is a character in William Shakespeare\'s play ""Macbeth"".', 'King Duncan is a fictional character in Shakespeare\'s ""Macbeth', '1001 – 14 August 1040) was king of Scotland (""Alba"") from 1034 to 1040.  He is the historical basis of the ""King Duncan"" in Shakespeare\'s play ""Macbeth"".', 'King Duncan is a character in William Shakespeare\'s play ""Macbeth"".', 'King Duncan is a fictional character in Shakespeare\'s ""Macbeth', '1001 – 14 August 1040) was king of Scotland (""Alba"") from 1034 to 1040.  He is the historical basis of the ""King Duncan"" in Shakespeare\'s play ""Macbeth"".', '1001 – 14 August 1040) was king of Scotland (""Alba"") from 1034 to 1040.  He is the historical basis of the ""King Duncan"" in Shakespeare\'s play ""Macbeth"".', 'King Duncan is a character in William Shakespeare\'s play ""Macbeth"".', 'King Duncan is a fictional character in Shakespeare\'s ""Macbeth', 'King Duncan is a character in William Shakespeare\'s play ""Macbeth"".', 'King Duncan is a fictional character in Shakespeare\'s ""Macbeth', '1001 – 14 August 1040) was king of Scotland (""Alba"") from 1034 to 1040.  He is the historical basis of the ""King Duncan"" in Shakespeare\'s play ""Macbeth"".', 'King Duncan is a character in William Shakespeare\'s play ""Macbeth"".', 'King Duncan is a fictional character in Shakespeare\'s ""Macbeth', '1001 – 14 August 1040) was king of Scotland (""Alba"") from 1034 to 1040.  He is the historical basis of the ""King Duncan"" in Shakespeare\'s play ""Macbeth"".', '1001 – 14 August 1040) was king of Scotland (""Alba"") from 1034 to 1040.  He is the historical basis of the ""King Duncan"" in Shakespeare\'s play ""Macbeth"".', 'King Duncan is a character in William Shakespeare\'s play ""Macbeth"".', 'King Duncan is a fictional character in Shakespeare\'s ""Macbeth']",Macbeth's son Malcolm.,3.888108253,1.072855473,2.057846546,3.647227287,10.66603756,6.777929306,medium
"Which song, released in June of 2010, was sampled by a single that Sean Kingston recorded?",Te Amo,singlehop,"[""2010, in Australia, Italy and New Zealand, as the album's third international and fifth overall single"", 'The song was then re-released on October 4, 2011 as the second single from the rapper\'s debut studio album, """"', 'The song was released on October 22, 2013 as the first official single from the album.  It has since peaked at number 11 on the UK R&B Chart and 64 on the ""Billboard"" Hot 100.', 'Sean Kingston is the eponymous debut album by Sean Kingston, released on July 31, 2007.  The album was produced by J. R. Rotem.  Sean Kingston wrote the lyrics with help from Evan Bogart', '""Me Love"" is the second single by Sean Kingston from his debut album ""Sean Kingston"".  It is produced by J.R', '""Take You There"" is the third single by Sean Kingston from his self-titled debut album.  It was produced by JR Rotem.  The song was co-written by Jonathan ""J.R', ""2010, in Australia, Italy and New Zealand, as the album's third international and fifth overall single"", 'It was originally released as the first single from Kingston\'s third studio album ""Back 2 Life"" on March 23, 2010, but was taken off for unknown reasons', 'The song was then re-released on October 4, 2011 as the second single from the rapper\'s debut studio album, """"', 'Sean Kingston is the eponymous debut album by Sean Kingston, released on July 31, 2007.  The album was produced by J. R. Rotem.  Sean Kingston wrote the lyrics with help from Evan Bogart', '""Me Love"" is the second single by Sean Kingston from his debut album ""Sean Kingston"".  It is produced by J.R', '""Me Love"" is the second single by Sean Kingston from his debut album ""Sean Kingston"".  It is produced by J.R', '""Dumb Love"" is a song by American recording artist Sean Kingston', '""Me Love"" is the second single by Sean Kingston from his debut album ""Sean Kingston"".  It is produced by J.R', '""Dumb Love"" is a song by American recording artist Sean Kingston', '""Take You There"" is the third single by Sean Kingston from his self-titled debut album.  It was produced by JR Rotem.  The song was co-written by Jonathan ""J.R', 'Sean Kingston is the eponymous debut album by Sean Kingston, released on July 31, 2007.  The album was produced by J. R. Rotem.  Sean Kingston wrote the lyrics with help from Evan Bogart']","""Dumb Love""",3.764572144,0.85954237,2.471508741,3.304619551,10.40024281,6.635670662,medium
What member of Miami Sound Machine was married to producer Emilio Esefan?,Gloria Estefan,singlehop,"[""Although Miami Sound Machine was no longer featured in the credits from 1989 onwards, they remain Estefan's backing group until this day, though none of the original members remain."", 'She started off her career as the lead singer in the group called ""Miami Latin Boys"" which was eventually known as Miami Sound Machine.', 'Miami Sound Machine is an American band of Latin-influenced music featuring the vocals of Cuban-born Gloria Fajardo García (later Gloria Estefan)', 'Estefan first came to prominence as a member of the Miami Sound Machine.  He is the husband of singer Gloria Estefan and the uncle of Spanish-language television personality Lili Estefan.', ""Although Miami Sound Machine was no longer featured in the credits from 1989 onwards, they remain Estefan's backing group until this day, though none of the original members remain."", 'She started off her career as the lead singer in the group called ""Miami Latin Boys"" which was eventually known as Miami Sound Machine.', ""Although Miami Sound Machine was no longer featured in the credits from 1989 onwards, they remain Estefan's backing group until this day, though none of the original members remain."", 'Estefan first came to prominence as a member of the Miami Sound Machine.  He is the husband of singer Gloria Estefan and the uncle of Spanish-language television personality Lili Estefan.', 'Although Estefan\'s name is on the front cover, the album credits Estefan and Miami Sound Machine (as with the previous album, ""Let It Loose"").', 'Miami Sound Machine is an American band of Latin-influenced music featuring the vocals of Cuban-born Gloria Fajardo García (later Gloria Estefan)', 'Estefan first came to prominence as a member of the Miami Sound Machine.  He is the husband of singer Gloria Estefan and the uncle of Spanish-language television personality Lili Estefan.', 'She started off her career as the lead singer in the group called ""Miami Latin Boys"" which was eventually known as Miami Sound Machine.', 'She started off her career as the lead singer in the group called ""Miami Latin Boys"" which was eventually known as Miami Sound Machine.', ""Although Miami Sound Machine was no longer featured in the credits from 1989 onwards, they remain Estefan's backing group until this day, though none of the original members remain."", 'Miami Sound Machine is an American band of Latin-influenced music featuring the vocals of Cuban-born Gloria Fajardo García (later Gloria Estefan)', ""Although Miami Sound Machine was no longer featured in the credits from 1989 onwards, they remain Estefan's backing group until this day, though none of the original members remain."", 'Estefan first came to prominence as a member of the Miami Sound Machine.  He is the husband of singer Gloria Estefan and the uncle of Spanish-language television personality Lili Estefan.', 'Although Estefan\'s name is on the front cover, the album credits Estefan and Miami Sound Machine (as with the previous album, ""Let It Loose"").', 'She started off her career as the lead singer in the group called ""Miami Latin Boys"" which was eventually known as Miami Sound Machine.', ""Although Miami Sound Machine was no longer featured in the credits from 1989 onwards, they remain Estefan's backing group until this day, though none of the original members remain."", 'Miami Sound Machine is an American band of Latin-influenced music featuring the vocals of Cuban-born Gloria Fajardo García (later Gloria Estefan)', 'Estefan first came to prominence as a member of the Miami Sound Machine.  He is the husband of singer Gloria Estefan and the uncle of Spanish-language television personality Lili Estefan.', ""Although Miami Sound Machine was no longer featured in the credits from 1989 onwards, they remain Estefan's backing group until this day, though none of the original members remain."", 'Miami Sound Machine is an American band of Latin-influenced music featuring the vocals of Cuban-born Gloria Fajardo García (later Gloria Estefan)']",Emilio Estefan is the husband of Gloria Estefan.,3.688057899,0.831773043,2.39333272,4.069112062,10.98227572,7.294217825,medium
"What city, formerly known as Pitic, had an newspaper that formed an alliance as Frontera?",Hermosillo,multihop,"['Hermosillo (] ), formerly called Pitic (as ""Santísima Trinidad del Pitic"" and ""Presidio del Pitic"") is a city located centrally in the northwestern Mexican state of Sonora', 'The community is named after its geographical location near the south portion of the historic Unionville neighbourhood.', 'Once the placer deposits had been exhausted, an open pit gold mine was established in 1847 and commercial operations continued until the early 1980s.  A small stamp mill was also established here', 'Frontera is a daily newspaper that serves the San Diego–Tijuana metropolitan area.  It was founded in 1999 under an alliance between the ""Crónica"" of Mexicali and ""El Imparcial"" of Hermosillo', 'a subsidiary of News Corporation', 'City & State is a political journalism organization based in New York City', 'Hermosillo (] ), formerly called Pitic (as ""Santísima Trinidad del Pitic"" and ""Presidio del Pitic"") is a city located centrally in the northwestern Mexican state of Sonora', 'Hermosillo (] ), formerly called Pitic (as ""Santísima Trinidad del Pitic"" and ""Presidio del Pitic"") is a city located centrally in the northwestern Mexican state of Sonora', 'Frontera is a daily newspaper that serves the San Diego–Tijuana metropolitan area.  It was founded in 1999 under an alliance between the ""Crónica"" of Mexicali and ""El Imparcial"" of Hermosillo', 'Once the placer deposits had been exhausted, an open pit gold mine was established in 1847 and commercial operations continued until the early 1980s.  A small stamp mill was also established here', 'Frontera is a daily newspaper that serves the San Diego–Tijuana metropolitan area.  It was founded in 1999 under an alliance between the ""Crónica"" of Mexicali and ""El Imparcial"" of Hermosillo', 'Hermosillo (] ), formerly called Pitic (as ""Santísima Trinidad del Pitic"" and ""Presidio del Pitic"") is a city located centrally in the northwestern Mexican state of Sonora', 'The city, located in the far southeastern corner of California, is near the major Southern California city of San Diego and the Mexican city of Mexicali.', 'a subsidiary of News Corporation']",Hermosillo.,3.943763256,0.774065018,2.267331362,3.311230898,10.29639053,6.352627277,medium
Boyle Travers Finniss was the very first Premier of which Australian territory?,South Australia,singlehop,"['Boyle Travers Finniss (18 August 1807 – 24 December 1893) was the first Premier of South Australia, serving from 24 October 1856 to 20 August 1857.', 'He was the second Premier of South Australia, succeeding Boyle Travers Finniss; however', 'Finniss River is the name of two rivers in Australia, both named after colonial surveyor Boyle Travers Finniss.', 'He was the second Premier of South Australia, succeeding Boyle Travers Finniss; however', 'Boyle Travers Finniss (18 August 1807 – 24 December 1893) was the first Premier of South Australia, serving from 24 October 1856 to 20 August 1857.', 'Finniss River is the name of two rivers in Australia, both named after colonial surveyor Boyle Travers Finniss.', 'He was the second Premier of South Australia, succeeding Boyle Travers Finniss; however', 'Boyle Travers Finniss (18 August 1807 – 24 December 1893) was the first Premier of South Australia, serving from 24 October 1856 to 20 August 1857.', 'He was the second Premier of South Australia, succeeding Boyle Travers Finniss; however', 'He was the second Premier of South Australia, succeeding Boyle Travers Finniss; however', 'Boyle Travers Finniss (18 August 1807 – 24 December 1893) was the first Premier of South Australia, serving from 24 October 1856 to 20 August 1857.', 'Boyle Travers Finniss (18 August 1807 – 24 December 1893) was the first Premier of South Australia, serving from 24 October 1856 to 20 August 1857.', 'He was the second Premier of South Australia, succeeding Boyle Travers Finniss; however', 'Finniss River is the name of two rivers in Australia, both named after colonial surveyor Boyle Travers Finniss.']",The very first Premier of South Australia was Boyle Travers Finniss.,3.667758942,1.048922539,2.423536539,3.649171114,10.78938913,7.121630192,medium
The college Alice Stone Ilchman served as the eighth president of is located in what New York county?,Westchester County,singlehop,"['Alice Stone Ilchman (April 18, 1935 – August 11, 2006) served as the eighth president of Sarah Lawrence College from 1981 to 1998.', 'He was also an organizer and president of the New York State Association of District Attorneys.', 'former advisor for the Department of State, and former Congressional candidate for the 5th District of Connecticut', 'Alice Stone Ilchman (April 18, 1935 – August 11, 2006) served as the eighth president of Sarah Lawrence College from 1981 to 1998.', ""She holds a bachelor's degree in art history from the University of Maryland."", 'She holds a College Park professorship at the University of Maryland, College Park in College Park, Maryland, and is a meber of the LIGO Scientific Collaboration.', 'Alice Stone Ilchman (April 18, 1935 – August 11, 2006) served as the eighth president of Sarah Lawrence College from 1981 to 1998.', 'At New York University, she was cited Outstanding Woman Student of the Year (School of the Arts) by the New York University Alumni Association', ""She has worked for New York University as Senior Vice President, served as Senior Adviser and Counsel for Hillary Clinton's 2008 presidential campaign"", 'Alice Stone Ilchman (April 18, 1935 – August 11, 2006) served as the eighth president of Sarah Lawrence College from 1981 to 1998.', 'former advisor for the Department of State, and former Congressional candidate for the 5th District of Connecticut', ""She holds a bachelor's degree in art history from the University of Maryland."", 'At New York University, she was cited Outstanding Woman Student of the Year (School of the Arts) by the New York University Alumni Association', 'Alice Stone Ilchman (April 18, 1935 – August 11, 2006) served as the eighth president of Sarah Lawrence College from 1981 to 1998.', 'At New York University, she was cited Outstanding Woman Student of the Year (School of the Arts) by the New York University Alumni Association', ""She has worked for New York University as Senior Vice President, served as Senior Adviser and Counsel for Hillary Clinton's 2008 presidential campaign"", 'Alice Stone Ilchman (April 18, 1935 – August 11, 2006) served as the eighth president of Sarah Lawrence College from 1981 to 1998.']",Westchester County,3.707274199,0.988587856,2.348929167,3.256561279,10.3013525,6.594078302,medium
"Juliana Maria of Brunswick-Wolfenbüttel is a descendant of the King of what country, who took over its throne in 1814?",Norway,singlehop,"['English, and later British, monarchs would continue to nominally claim the French throne until 1801, though they would never again seriously pursue it.', ""It excluded King Charles's son, the Dauphin Charles, who by right of primogeniture was the heir to the Kingdom of France"", 'Frederick, Hereditary Prince of Denmark (Danish: ""Frederik"" ; 11 October 1753 – 7 December 1805) was heir presumptive to the thrones of Denmark and Norway', 'and the queen dowager, Juliana Maria of Brunswick-Wolfenbüttel, from 1772 to 1784', 'Juliana Maria of Brunswick-Wolfenbüttel-Bevern (Danish: ""Juliane Marie""; 4 September 1729 – 10 October 1796) was queen of Denmark between 1752 and 1766', 'He married Elisabeth Christine of Brunswick-Wolfenbüttel, by whom he had his two children: Maria Theresa, the last Habsburg sovereign, and Maria Anna, Governess of the Austrian Netherlands.', 'English, and later British, monarchs would continue to nominally claim the French throne until 1801, though they would never again seriously pursue it.', 'Juliana Maria of Brunswick-Wolfenbüttel-Bevern (Danish: ""Juliane Marie""; 4 September 1729 – 10 October 1796) was queen of Denmark between 1752 and 1766', 'to the famous meeting of the estates of the Province of Dauphiny (21 July 1788) heralding the coming of the French Revolution', 'Hereditary Prince of Denmark, who himself was a younger son of king Frederick V of Denmark in his second marriage to queen Juliana Maria of Braunschweig-Wolfenbüttel', 'and the queen dowager, Juliana Maria of Brunswick-Wolfenbüttel, from 1772 to 1784', 'Juliana Maria of Brunswick-Wolfenbüttel-Bevern (Danish: ""Juliane Marie""; 4 September 1729 – 10 October 1796) was queen of Denmark between 1752 and 1766', 'Hereditary Prince of Denmark, who himself was a younger son of king Frederick V of Denmark in his second marriage to queen Juliana Maria of Braunschweig-Wolfenbüttel', 'Juliana Maria of Brunswick-Wolfenbüttel-Bevern (Danish: ""Juliane Marie""; 4 September 1729 – 10 October 1796) was queen of Denmark between 1752 and 1766', 'and the queen dowager, Juliana Maria of Brunswick-Wolfenbüttel, from 1772 to 1784', 'Hereditary Prince of Denmark, who himself was a younger son of king Frederick V of Denmark in his second marriage to queen Juliana Maria of Braunschweig-Wolfenbüttel', 'He married Elisabeth Christine of Brunswick-Wolfenbüttel, by whom he had his two children: Maria Theresa, the last Habsburg sovereign, and Maria Anna, Governess of the Austrian Netherlands.', 'Hereditary Prince of Denmark, who himself was a younger son of king Frederick V of Denmark in his second marriage to queen Juliana Maria of Braunschweig-Wolfenbüttel', 'He was the surviving son of King Frederick V by his second wife, Juliana Maria of Braunschweig-Wolfenbüttel.']",King Frederick V of Denmark.,3.954128504,1.021826029,2.503632545,3.844608784,11.32419586,7.370067358,medium
