question,answer,classification,retrieved_context,final_answer,classification_time,decomposition_time,retrieval_time,generation_time,total_time,total_time_without_classification,level
Who appeared as a DC Comic book hero in a title revived in 2007?,Donna Troy,singlehop,"['The character occasionally appeared in comics featuring the Justice League from 1969 to 1989, when the ""Invasion! "" limited-series comic book gave him superpowers', 'Raven is a fictional superheroine appearing in American comic books published by DC Comics', 'Although, solicitations for ""DC Universe Online: Legends"", along with many other comics', 'Raven is a fictional superheroine appearing in American comic books published by DC Comics', 'Scarlet Witch is a fictional superheroine appearing in American comic books published by Marvel Comics', 'DC Universe Online: Legends is a comic book limited series published by DC Comics.  It debuted on February 2, 2011, and is an expansion of the story of the ""DC Universe Online"" MMORPG video game', 'The character occasionally appeared in comics featuring the Justice League from 1969 to 1989, when the ""Invasion! "" limited-series comic book gave him superpowers', 'Watchmen is an American comic-book limited series published by DC Comics in 1986 and 1987, and collected in 1987']",Raven.,3.513927221,1.009605646,1.244155884,2.916030407,8.683719158,5.169791937,medium
"Josie Cotton is best known for Johnny Are You Queer, which was used in the soundtrack for what 1983 American romantic comedy film that was directed by Martha Coolidge?",Valley Girl,multihop,"['It was directed by Martha Coolidge and written by Allen Estrin and Mark Estrin.', 'Valley Girl is a 1983 American romantic comedy film directed by Martha Coolidge, and stars Nicolas Cage, Deborah Foreman, Michelle Meyrink, Elizabeth Daily, Cameron Dye and Michael Bowen.', 'It is based on a script written by John Quaintance and is directed by Martha Coolidge', 'It is based on a script written by John Quaintance and is directed by Martha Coolidge', '""Johnny Are You Queer?""  (also stylized as ""Johnny, Are You Queer?"")  is a 1980s pop song that was written by Bobby and Larson Paine', 'City Girl is a 1984 film directed by Martha Coolidge.  The film was produced in 1982, although it did not receive distribution until Coolidge\'s 1983 film ""Valley Girl"" became a surprise success.', '""Johnny Are You Queer?""  was used on the soundtracks to ""Jackass Number Two"" and ""Valley Girl"".  ""He Could Be the One"" was used in ""Valley Girl"".']",Valley Girl,4.651468277,1.08179903,1.225254536,2.954381466,9.912903309,5.261435032,medium
When did the web series featuring Emily Meade air its final episode? ,"January 22, 2014",singlehop,"['Emily Meade (born January 10, 1989) is an American film and television actress', 'Stéphanie Szostak, Emily Meade, Ann Dowd, and Brendan Fraser', 'Emily Meade, Tori Spelling, Leila George, Ivan Sergei, Nick Eversman, Emma Rigby, Amber Coney and Christie Lynn Smith', 'Stéphanie Szostak, Emily Meade, Ann Dowd, and Brendan Fraser', 'Amy Poehler is one of ""Broad City""\'s executive producers, and appeared in the webseries finale.  The series premiered on Comedy Central on January 22, 2014.', 'Emily Meade (born January 10, 1989) is an American film and television actress', 'Stéphanie Szostak, Emily Meade, Ann Dowd, and Brendan Fraser', 'Emily Meade (born January 10, 1989) is an American film and television actress', 'Stéphanie Szostak, Emily Meade, Ann Dowd, and Brendan Fraser']","January 22, 2014",3.343189478,0.811056614,1.122466326,2.987816334,8.264528751,4.921339273,medium
"Secret in Their Eyes co-starred the American actor best known for what role on ""House of Cards""?",Doug Stamper,singlehop,"['Secret in Their Eyes is a 2015 American psychological thriller film written and directed by Billy Ray and a remake of the 2009 Argentine film of the same name', 'He also starred as Secret Service Agent Marcus Finley in NBC\'s political drama ""Crisis"".', 'full cast lists and the role each actor will play are kept secret until the event itself', 'Secret in Their Eyes is a 2015 American psychological thriller film written and directed by Billy Ray and a remake of the 2009 Argentine film of the same name', 'He is best known for his role as Doug Stamper in ""House of Cards"", as well as for roles in films such as ""Changeling"", ""Dawn of the Dead"", ""The Adjustment Bureau"", ""Chronicle"", ""Now You See Me""', 'Michel Gill (born April 16, 1960), also known as Michael Gill, is an American actor best known for playing President Garrett Walker in the Netflix series ""House of Cards"" and Gideon Goddard on ""Mr', 'full cast lists and the role each actor will play are kept secret until the event itself', 'He is best known for his role as Doug Stamper in ""House of Cards"", as well as for roles in films such as ""Changeling"", ""Dawn of the Dead"", ""The Adjustment Bureau"", ""Chronicle"", ""Now You See Me""', 'Michel Gill (born April 16, 1960), also known as Michael Gill, is an American actor best known for playing President Garrett Walker in the Netflix series ""House of Cards"" and Gideon Goddard on ""Mr', 'He also starred as Secret Service Agent Marcus Finley in NBC\'s political drama ""Crisis"".', 'Michel Gill (born April 16, 1960), also known as Michael Gill, is an American actor best known for playing President Garrett Walker in the Netflix series ""House of Cards"" and Gideon Goddard on ""Mr', 'He is best known for his role as Doug Stamper in ""House of Cards"", as well as for roles in films such as ""Changeling"", ""Dawn of the Dead"", ""The Adjustment Bureau"", ""Chronicle"", ""Now You See Me""']","President Garrett Walker in ""House of Cards""",3.657403708,1.053427935,1.354523897,3.320306301,9.38566184,5.728258132,medium
Carrie Pilby stars which Irish actor and musician?,Colin Arthur O'Donoghue,singlehop,"['Carrie Pilby is a 2016 American comedy film directed by Susan Johnson and written by Kara Holden and Dean Craig, based on the best-selling novel of the same name by Caren Lissner', 'Susan Johnson (born December 18, 1970) is an American film producer and director, known for directing the 2016 comedy film ""Carrie Pilby"".', 'Her novel ""Carrie Pilby"" was re-released July 1, 2010 by Harlequin Teen and was made into an independent film starring Bel Powley and Nathan Lane The film debuted in theaters in March', 'Her novel ""Carrie Pilby"" was re-released July 1, 2010 by Harlequin Teen and was made into an independent film starring Bel Powley and Nathan Lane The film debuted in theaters in March', 'Her novel ""Carrie Pilby"" was re-released July 1, 2010 by Harlequin Teen and was made into an independent film starring Bel Powley and Nathan Lane The film debuted in theaters in March', 'Her novel ""Carrie Pilby"" was re-released July 1, 2010 by Harlequin Teen and was made into an independent film starring Bel Powley and Nathan Lane The film debuted in theaters in March']",Bel Powley,3.719420671,0.73739028,1.177425146,2.919047594,8.553283691,4.83386302,medium
"Strange Clouds features a guest apperance by which singer born on December 13, 1989 ?",Taylor Swift,singlehop,"['Strange Clouds is the second studio album by American hip hop recording artist B.o.B, released on May 1, 2012, under Grand Hustle Records, Rebel Rock Entertainment, and Atlantic Records', 'Cloud"" (2010), as well as Carrie Miller on the television series ""Whistler"".', 'He is the singer', '""So Good"" is a song American hip hop recording artist B.o.B.  The song, released via digital download on February 21, 2012, is the second single from his second studio album ""Strange Clouds""', '""Both of Us"" is a song by American rapper B.o.B, released on May 22, 2012, as the third single from his second studio album, ""Strange Clouds"" (2012)', 'Strange Clouds is the second studio album by American hip hop recording artist B.o.B, released on May 1, 2012, under Grand Hustle Records, Rebel Rock Entertainment, and Atlantic Records', 'Cloud"" (2010), as well as Carrie Miller on the television series ""Whistler"".']",Taylor Swift,3.315669537,0.752924204,1.314030886,2.912474632,8.295099258,4.979429721,medium
"What is the name of this English football former football player and co-owner of Salford City, who was drafted, along with his brother, for the 1995-96 Manchester United F.C. season?",Philip John Neville,multihop,"[""The 1995–96 season was Manchester United's fourth season in the Premier League, and their 21st consecutive season in the top division of English football"", 'Instead, he had drafted in young players like Nicky Butt, David Beckham, Paul Scholes and the Neville brothers, Gary and Phil.', 'He was a first-round pick in the 1997 NFL Draft, and played professionally for the New York Giants and the Tampa Bay Buccaneers of the NFL', 'Philip John Neville (born 21 January 1977) is an English football former football player and current television pundit for Sky Sports, who is the co-owner of Salford City.', ""The 1995–96 Torquay United F.C. season was Torquay United's 62nd season in the Football League and their fourth consecutive season in Division Three.  The season runs from 1 July 1995 to 30 June 1996."", 'Philip John Neville (born 21 January 1977) is an English football former football player and current television pundit for Sky Sports, who is the co-owner of Salford City.', ""The 1995–96 season was Manchester United's fourth season in the Premier League, and their 21st consecutive season in the top division of English football"", 'Philip John Neville (born 21 January 1977) is an English football former football player and current television pundit for Sky Sports, who is the co-owner of Salford City.']",Gary Neville.,3.691701889,1.391764641,1.241541624,3.044813871,9.369822025,5.678120136,medium
"What company released a game in 2006 which included a real life mission where six armed men stormed the Iranian embassy in South Kensington, London in 1980?",Konami,multihop,"['The game was officially announced on 18 June 2007', 'Released in 2006 for the PlayStation 2, Xbox 360, and PC platforms and following on the Nintendo DS and PlayStation Portable afterward', 'Though the official US release date was the 10th, the game was not available in stores until November 11, 2009', 'The Regiment is a computer game that was released by Konami in 2006.  It is based on the Special Air Service, and includes some real-life missions such as the Iranian Embassy siege.', 'It was also released in Europe on November 4, 2011.  It was the last Pixar game to be released for the PlayStation Portable.']",Konami,4.36691618,1.193759441,1.317950487,2.859474659,9.738100767,5.371184587,medium
Are Rusty Nail and French Connection both cocktails?,yes,singlehop,"[""A Rusty Nail is made by mixing Drambuie and Scotch whisky.  The drink was included in Difford's Guide Top 100 Cocktails."", 'A French Connection is a cocktail made with equal parts Cognac and Amaretto liqueur.', 'but the cognac- and gin-based Corpse Reviver and Corpse Reviver #2 cocktails that were first listed in the Savoy Cocktail Handbook by Harry Craddock in 1930 have survived to this day', 'A French Connection is a cocktail made with equal parts Cognac and Amaretto liqueur.', ""A Rusty Nail is made by mixing Drambuie and Scotch whisky.  The drink was included in Difford's Guide Top 100 Cocktails."", 'but the cognac- and gin-based Corpse Reviver and Corpse Reviver #2 cocktails that were first listed in the Savoy Cocktail Handbook by Harry Craddock in 1930 have survived to this day', 'but the cognac- and gin-based Corpse Reviver and Corpse Reviver #2 cocktails that were first listed in the Savoy Cocktail Handbook by Harry Craddock in 1930 have survived to this day', 'Most of the corpse reviver cocktails have been lost to time', 'A French Connection is a cocktail made with equal parts Cognac and Amaretto liqueur.', ""A Rusty Nail is made by mixing Drambuie and Scotch whisky.  The drink was included in Difford's Guide Top 100 Cocktails."", 'A French Connection is a cocktail made with equal parts Cognac and Amaretto liqueur.', 'but the cognac- and gin-based Corpse Reviver and Corpse Reviver #2 cocktails that were first listed in the Savoy Cocktail Handbook by Harry Craddock in 1930 have survived to this day']",Yes,3.274300575,0.809545517,1.116386175,2.99291563,8.193147898,4.918847323,medium
"Which fighter from WEC 38 is known as the ""busiest"" fighter in the UFC?",Donald Cerrone,singlehop,"['His last fight in mixed martial arts competition, came at a losing effort at UFC 37: High Impact at the CenturyTel Center in Bossier City, Louisiana on May 10, 2002 against B.J. Penn.', 'Cerrone currently holds the record for most post-fight bonuses (Fight/Performance of the Night, Knockout/Submissions of the Night) in UFC/WEC history with 18', 'He is also known as the ""busiest"" fighter in the UFC, due to consistently having at least four fights per year since 2013.', 'He is also known as the ""busiest"" fighter in the UFC, due to consistently having at least four fights per year since 2013.', 'His last fight in mixed martial arts competition, came at a losing effort at UFC 37: High Impact at the CenturyTel Center in Bossier City, Louisiana on May 10, 2002 against B.J. Penn.', 'He is also known as the ""busiest"" fighter in the UFC, due to consistently having at least four fights per year since 2013.', 'He began his UFC career with five victories in a row before suffering a knockout loss to future UFC Middleweight Champion Anderson Silva.  Leben was the inaugural WEC Middleweight Champion.', 'Cerrone currently holds the record for most post-fight bonuses (Fight/Performance of the Night, Knockout/Submissions of the Night) in UFC/WEC history with 18', 'He is ranked #6 in the official UFC Welterweight rankings tied with fellow Welterweight contender Neil Magny.  A professional competitor since 2006, Cerrone has also formerly competed for the WEC', 'He is also known as the ""busiest"" fighter in the UFC, due to consistently having at least four fights per year since 2013.']",Donald Cerrone.,3.632514954,1.032309532,1.342282534,3.091164351,9.09827137,5.465756416,medium
The Crystal Palace Football Club Player of the Year was won four times by an Argentine footballer who plays what position for English club Crystal Palace?,goalkeeper,singlehop,"['The Crystal Palace Football Club Player of the Year is awarded at the end of each season.  Since the inaugural award was made to John McCormick in 1972, 34 different players have won the award', 'He made 25 league appearances for Crystal Palace scoring a single goal', 'As a manager, he won two Uruguayan championships with Nacional and La Liga titles with both FC Barcelona and Real Madrid', 'The Crystal Palace Football Club Player of the Year is awarded at the end of each season.  Since the inaugural award was made to John McCormick in 1972, 34 different players have won the award', 'He made 25 league appearances for Crystal Palace scoring a single goal', 'Julián Maria Speroni (] ; born 18 May 1979) is an Argentine footballer who plays as a goalkeeper for English club Crystal Palace.', 'He made 25 league appearances for Crystal Palace scoring a single goal', 'The Crystal Palace Football Club Player of the Year is awarded at the end of each season.  Since the inaugural award was made to John McCormick in 1972, 34 different players have won the award', 'Julián Maria Speroni (] ; born 18 May 1979) is an Argentine footballer who plays as a goalkeeper for English club Crystal Palace.', 'The Crystal Palace Football Club Player of the Year is awarded at the end of each season.  Since the inaugural award was made to John McCormick in 1972, 34 different players have won the award', 'Julián Maria Speroni (] ; born 18 May 1979) is an Argentine footballer who plays as a goalkeeper for English club Crystal Palace.']",Goalkeeper.,3.382193804,0.997586727,1.260579586,3.064464808,8.704824924,5.32263112,medium
How many districts are in the region of Ghana which shares a boundary with the Amansie East District?,twenty-seven,multihop,"['Amansie West is located in the Amansie West district of the Ashanti Region of Ghana.', 'The Adansi South District is one of the twenty-seven (27) districts in the Ashanti Region of Ghana, and the southernmost district in the Ashanti Region.  Its capital is New Edubiase.', 'It shares boundaries on the north with Adansi North and the northeast with the Amansie East District and on the east side shares boundary with Birim East in the Eastern Region', 'Amansie West is located in the Amansie West district of the Ashanti Region of Ghana.', 'The Amansie Central District is one of the twenty-seven (27) districts of Ashanti.  The Amansie Central district capital is Jacobu', 'The Adansi South District is one of the twenty-seven (27) districts in the Ashanti Region of Ghana, and the southernmost district in the Ashanti Region.  Its capital is New Edubiase.', 'The Adansi South District is one of the twenty-seven (27) districts in the Ashanti Region of Ghana, and the southernmost district in the Ashanti Region.  Its capital is New Edubiase.', 'New Edubiase is a small town and is the capital of Adansi South, a district in the Ashanti Region of Ghana.  it was formerly called the Adansi East district in the Ashanti Region', 'The Amansie Central District is one of the twenty-seven (27) districts of Ashanti.  The Amansie Central district capital is Jacobu', 'It shares boundaries on the north with Adansi North and the northeast with the Amansie East District and on the east side shares boundary with Birim East in the Eastern Region', 'The Adansi South District is one of the twenty-seven (27) districts in the Ashanti Region of Ghana, and the southernmost district in the Ashanti Region.  Its capital is New Edubiase.', 'Amansie West is located in the Amansie West district of the Ashanti Region of Ghana.']",27,3.623354197,0.818160772,1.096175909,3.093632221,8.631323099,5.007968902,medium
when was the film released in which Jay Chou played Kato in the 2011?,"January 14, 2011",singlehop,"['Keye Luke took the role in the movie serials, and in the television series he was portrayed by Bruce Lee.  Jay Chou played Kato in the 2011 Green Hornet film.', ""Kato was the Hornet's assistant and has been played by a number of actors"", 'Sol Kyung-gu, Hwang Jung-min, Ha Jung-woo, in terms of acting talent and box office guarantee in Korean cinema, in films such as ""Running Turtle"" (2009), ""The Yellow Sea"" (2010), ""Punch"" (2011)', 'Keye Luke took the role in the movie serials, and in the television series he was portrayed by Bruce Lee.  Jay Chou played Kato in the 2011 Green Hornet film.', ""Kato was the Hornet's assistant and has been played by a number of actors"", 'Kato (加藤) is a fictional character from ""The Green Hornet"" series.  This character has also appeared with the Green Hornet in film, television, book and comic book versions', 'Kim has since become an acclaimed leading actor, along with Choi Min-sik, Song Kang-ho, Sol Kyung-gu, Hwang Jung-min, Ha Jung-woo', ""Kato was the Hornet's assistant and has been played by a number of actors"", 'Keye Luke took the role in the movie serials, and in the television series he was portrayed by Bruce Lee.  Jay Chou played Kato in the 2011 Green Hornet film.', 'Kato (加藤) is a fictional character from ""The Green Hornet"" series.  This character has also appeared with the Green Hornet in film, television, book and comic book versions']",2011,3.828994036,0.797201157,1.297356129,3.016483307,8.940034628,5.111040592,medium
Which band was discovered by the man that recruited Peter Brown for their management team?,the Beatles,multihop,"[""Peter Brown is an American-based English businessman.  After Brian Epstein recruited Brown to run the Epstein's music store in Liverpool, he became part of the Beatles' management team"", 'Peter Brown (born 15 November 1963) is a former Australian rules footballer who played for St Kilda in the Victorian Football League (VFL) in 1985-86', 'He later worked on the Chargers staff with Sid Gillman, the Bengals staff with Paul Brown, and the Buccaneers staff under John McKay', 'Peter Curtis (born 13 January 1933) is a former Australian rules footballer who played with North Melbourne in the Victorian Football League (VFL).', ""Peter Brown is an American-based English businessman.  After Brian Epstein recruited Brown to run the Epstein's music store in Liverpool, he became part of the Beatles' management team"", 'Brian Samuel Epstein ( ; 19 September 1934 – 27 August 1967) was an English music entrepreneur who managed the Beatles', ""He remained Epstein's and the Beatles' personal assistant until the band's dissolution"", ""Peter Brown is an American-based English businessman.  After Brian Epstein recruited Brown to run the Epstein's music store in Liverpool, he became part of the Beatles' management team"", 'He was drafted by the Cleveland Browns in the third round of the 2010 NFL Draft, after playing college football for the University of Texas.  He has also been a member of the San Francisco 49ers.']",Brian Epstein.,3.395221233,0.791704893,1.249953985,2.989958763,8.426838875,5.031617642,medium
"In what year was the man who used the pen name ""Harun Yahya"" born?",1956,singlehop,"['Following is a list of books written by Turkish author Adnan Oktar (born February 2, 1956), also known by the pen name Harun Yahya.  Oktar is an advocate of Islamic creationism.', ""Al-Mahdi entrusted Yahya in 778 with Harun's education."", ""Around 765, he was appointed to Azerbaijan by the Caliph Al-Mansur.  Yahya's son Fadl ibn Yahya was born at Ar-Reiy, at the same time as Caliph al-Mahdi's son Harun"", 'Following is a list of books written by Turkish author Adnan Oktar (born February 2, 1956), also known by the pen name Harun Yahya.  Oktar is an advocate of Islamic creationism.', 'Adnan Oktar (born 2 February 1956), also known as Harun Yahya, is a Turkish author as well as an Islamic creationist', 'The Atlas of Creation (or, in Turkish, ""Yaratılış Atlası"") is a series of creationist books written by Adnan Oktar under the pen name ""Harun Yahya""', ""Around 765, he was appointed to Azerbaijan by the Caliph Al-Mansur.  Yahya's son Fadl ibn Yahya was born at Ar-Reiy, at the same time as Caliph al-Mahdi's son Harun"", ""Al-Mahdi entrusted Yahya in 778 with Harun's education."", 'Following is a list of books written by Turkish author Adnan Oktar (born February 2, 1956), also known by the pen name Harun Yahya.  Oktar is an advocate of Islamic creationism.', ""Al-Mahdi entrusted Yahya in 778 with Harun's education."", ""Around 765, he was appointed to Azerbaijan by the Caliph Al-Mansur.  Yahya's son Fadl ibn Yahya was born at Ar-Reiy, at the same time as Caliph al-Mahdi's son Harun"", 'Following is a list of books written by Turkish author Adnan Oktar (born February 2, 1956), also known by the pen name Harun Yahya.  Oktar is an advocate of Islamic creationism.']","February 2, 1956",3.494520664,0.793043852,1.375550032,3.294512987,8.957627535,5.463106871,medium
The Koolie and the Sakhalin Husky are both breeds of what animal?,dog,singlehop,"['The Sakhalin Husky, also known as the Karafuto-Ken (樺太犬 ) , is a breed of dog used as a sled dog.', 'The husky is a blend of various Northern breeds, chosen particularly for skills such as pulling', 'The Koolie (also known as the Australian Koolie or by the misnomer German Coolie) is an Australian dog breed', 'The husky is a blend of various Northern breeds, chosen particularly for skills such as pulling', 'The Sakhalin Husky, also known as the Karafuto-Ken (樺太犬 ) , is a breed of dog used as a sled dog.', 'The Ameri-Indian Alaskan Husky is a sub-type of the Alaskan Husky, a type, or a category of dog', 'The Sakhalin Husky, also known as the Karafuto-Ken (樺太犬 ) , is a breed of dog used as a sled dog.', 'The Koolie (also known as the Australian Koolie or by the misnomer German Coolie) is an Australian dog breed', 'The Koolie is a working or herding dog which has existed in Australia since the early 19th century when it was bred from imported British working dogs', 'The Koolie (also known as the Australian Koolie or by the misnomer German Coolie) is an Australian dog breed', 'The Koolie is a working or herding dog which has existed in Australia since the early 19th century when it was bred from imported British working dogs', 'The Sakhalin Husky, also known as the Karafuto-Ken (樺太犬 ) , is a breed of dog used as a sled dog.']",Dog,3.479828835,1.097399473,1.134993076,3.013468981,8.725690365,5.24586153,medium
What do both Ronnie Dunn and Jane Relf do?,singer,singlehop,"['Jane Relf (born 7 March 1947) is a British singer and the younger sister of Keith Relf of the Yardbirds.', 'Ronnie Gene Dunn (born June 1, 1953) is an American country music singer-songwriter and record executive.  In 2011, Dunn began working as a solo artist following the breakup of Brooks & Dunn', 'Brooks and Ronnie Dunn comprised Brooks & Dunn for 20 years, with both members beginning solo careers.  Brooks\'s solo career after Brooks & Dunn has included the album ""New to This Town"".', 'Birdland were an English rock band, active between 1988 and 1993.', 'Ronnie Gene Dunn (born June 1, 1953) is an American country music singer-songwriter and record executive.  In 2011, Dunn began working as a solo artist following the breakup of Brooks & Dunn', 'Jane Relf (born 7 March 1947) is a British singer and the younger sister of Keith Relf of the Yardbirds.', 'Ronnie Gene Dunn (born June 1, 1953) is an American country music singer-songwriter and record executive.  In 2011, Dunn began working as a solo artist following the breakup of Brooks & Dunn', 'Jane Relf (born 7 March 1947) is a British singer and the younger sister of Keith Relf of the Yardbirds.']",Both Ronnie Dunn and Jane Relf are singers.,3.436130524,0.672999382,1.227242947,3.112670183,8.449043036,5.012912512,medium
"This resort, luxury hotel and casino owned and operated by MGM Resorts International and was built on the site of a hotel and casino designed by who?",Maxwell Starkman,multihop,"['The hotel, with a height of 360 ft , has 32 floors, featuring a 102000 sqft casino floor with 1,400 slot machines, 60 table games, and 15 poker tables', 'The hotel and casino are part of a larger complex (operated as one hotel) comprising the adjoining Venetian Resort and Casino and the Sands Convention Center', 'The Castaways Hotel and Casino, formerly the Showboat Hotel and Casino was a hotel and casino located at the north end of the Boulder Strip in Las Vegas, Nevada', 'The Castaways Hotel and Casino, formerly the Showboat Hotel and Casino was a hotel and casino located at the north end of the Boulder Strip in Las Vegas, Nevada', 'Hooters Casino Hotel is a hotel and casino located off the Las Vegas Strip in Paradise, Nevada, United States.  It is owned by Trinity Hotel Investors and operated by the Navegante Group', 'It is owned and operated by Monarch Casino & Resort, Inc. (NASDAQ:\xa0MCRI ).  The three hotel towers have combined 824 guest rooms and Jacuzzi suites', 'The hotel and casino are part of a larger complex (operated as one hotel) comprising the adjoining Venetian Resort and Casino and the Sands Convention Center', 'Las Vegas resort partners over the years include Bellagio, Caesars Palace and Wynn Las Vegas, MGM Grand, Mandalay Bay, The Venetian', 'It is owned and operated by MGM Resorts International and was built on the site of the demolished Dunes hotel and casino']",The hotel and casino was built on the site of the demolished Dunes hotel and casino.,4.143185377,1.007950544,1.334489822,3.373027325,9.858653069,5.715467692,medium
What Henry Ramsden Bramley song is listed as number 394 in the Roxburghe Collection?,"God Rest You Merry, Gentlemen",singlehop,"[""with music, book, and lyrics by O'Brien"", 'Henry Ramsden Bramley (4 June 1833 – February 1917) was an English clergyman and hymnologist perhaps best known for his collaborations with the composer Sir John Stainer', 'with the vocal group Bradford Singers', 'with the vocal group Bradford Singers', 'Henry Ramsden Bramley (4 June 1833 – February 1917) was an English clergyman and hymnologist perhaps best known for his collaborations with the composer Sir John Stainer', 'Harry Boardman (1930–1987) was an English folk singer who was born in Failsworth, Lancashire.  He sang both unaccompanied and accompanying himself on the Anglo concertina or banjo']",No Henry Ramsden Bramley song is listed as number 394 in the Roxburghe Collection.,3.709103107,0.861537457,1.220998526,3.22190547,9.013544559,5.304441452,medium
What area in South Africa does Washing of the Spears and Shaka have in common?,Zulu,singlehop,"['The Washing of the Spears is a 1965 book about the ""Zulu Nation under Shaka"" and the Anglo-Zulu War of 1879, written by Donald R. Morris.', 'No prior settlements in the area have ever been documented or known by the Zulu or Xhosa.  His diary provides a contemporary account of Shaka and the kingdom of the Zulu in South Africa.', ""Shaka's policies and conquests transformed a small clan into one of South Africa's most influential pre-colonial realms, extending over much of what is now KwaZulu-Natal."", 'The Washing of the Spears is a 1965 book about the ""Zulu Nation under Shaka"" and the Anglo-Zulu War of 1879, written by Donald R. Morris.', 'This book subsequently became one of the principal sources quoted by writers of the History of Natal including Morris (""The Washing of the Spears: The Rise and Fall of the Zulu Nation""),', 'No prior settlements in the area have ever been documented or known by the Zulu or Xhosa.  His diary provides a contemporary account of Shaka and the kingdom of the Zulu in South Africa.', 'The Washing of the Spears is a 1965 book about the ""Zulu Nation under Shaka"" and the Anglo-Zulu War of 1879, written by Donald R. Morris.', 'No prior settlements in the area have ever been documented or known by the Zulu or Xhosa.  His diary provides a contemporary account of Shaka and the kingdom of the Zulu in South Africa.', ""Shaka's policies and conquests transformed a small clan into one of South Africa's most influential pre-colonial realms, extending over much of what is now KwaZulu-Natal."", ""Shaka's policies and conquests transformed a small clan into one of South Africa's most influential pre-colonial realms, extending over much of what is now KwaZulu-Natal."", 'The Washing of the Spears is a 1965 book about the ""Zulu Nation under Shaka"" and the Anglo-Zulu War of 1879, written by Donald R. Morris.', 'No prior settlements in the area have ever been documented or known by the Zulu or Xhosa.  His diary provides a contemporary account of Shaka and the kingdom of the Zulu in South Africa.']",KwaZulu-Natal.,3.732189655,1.13359046,1.320626974,3.31585598,9.502263069,5.770073414,medium
 Richard Green was referee for several major bouts including which American professional boxer and activist? ,Muhammad Ali,singlehop,"['Richard Green (c. 1937 – July 1, 1983) was a professional boxing referee.  He officiated several major bouts, such as Muhammad Ali-Larry Holmes in 1980', 'George Curtis (April 9, 1925\xa0– May 13, 2004) was a professional boxer, referee and business owner who was licensed to officiate bouts in Las Vegas, Nevada.', 'a New Zealand boxing promoter, referee, and a former New Zealand professional boxer', 'Richard Green (c. 1937 – July 1, 1983) was a professional boxing referee.  He officiated several major bouts, such as Muhammad Ali-Larry Holmes in 1980', 'George Curtis (April 9, 1925\xa0– May 13, 2004) was a professional boxer, referee and business owner who was licensed to officiate bouts in Las Vegas, Nevada.', 'He had two wins, both over one-time champion Billy Green, five losses and two draws in his professional career.', 'Richard Green (c. 1937 – July 1, 1983) was a professional boxing referee.  He officiated several major bouts, such as Muhammad Ali-Larry Holmes in 1980', 'George Curtis (April 9, 1925\xa0– May 13, 2004) was a professional boxer, referee and business owner who was licensed to officiate bouts in Las Vegas, Nevada.', 'George Curtis (April 9, 1925\xa0– May 13, 2004) was a professional boxer, referee and business owner who was licensed to officiate bouts in Las Vegas, Nevada.', ""Michael Joseph O'Dowd (April 5, 1895 in St. Paul, Minnesota – July 28, 1957) was an American boxer who held the World Middleweight Championship from 1917 to 1920""]",Muhammad Ali,3.701138973,0.921279907,1.350320101,3.068830967,9.041569948,5.340430975,medium
Round the Horne co-starred which English actor?,Hugh William Paddick,singlehop,"['Hugh William Paddick (22 August 1915 – 9 November 2000) was an English actor, whose most notable role was in the 1960s BBC radio show ""Round the Horne""', 'Both programmes starred Kenneth Horne, Kenneth Williams, Hugh Paddick, Betty Marsden and Bill Pertwee, with announcer Douglas Smith.  Musical accompaniment was provided by the BBC Revue Orchestra', 'He has also appeared in """" as Kenneth Horne and is currently appearing in the West End version of ""The 39 Steps"".', 'Hugh William Paddick (22 August 1915 – 9 November 2000) was an English actor, whose most notable role was in the 1960s BBC radio show ""Round the Horne""', 'Round the Horne is a BBC Radio comedy programme that was transmitted in four series of weekly episodes from 1965 until 1968', 'Both programmes starred Kenneth Horne, Kenneth Williams, Hugh Paddick, Betty Marsden and Bill Pertwee, with announcer Douglas Smith.  Musical accompaniment was provided by the BBC Revue Orchestra', 'He has also appeared in """" as Kenneth Horne and is currently appearing in the West End version of ""The 39 Steps"".', 'Hugh William Paddick (22 August 1915 – 9 November 2000) was an English actor, whose most notable role was in the 1960s BBC radio show ""Round the Horne""', 'Charles Kenneth Horne, generally known as Kenneth Horne, (27 February 1907\xa0– 14 February 1969) was an English comedian and businessman', 'Hugh William Paddick (22 August 1915 – 9 November 2000) was an English actor, whose most notable role was in the 1960s BBC radio show ""Round the Horne""', 'Both programmes starred Kenneth Horne, Kenneth Williams, Hugh Paddick, Betty Marsden and Bill Pertwee, with announcer Douglas Smith.  Musical accompaniment was provided by the BBC Revue Orchestra', 'Round the Horne is a BBC Radio comedy programme that was transmitted in four series of weekly episodes from 1965 until 1968']",Hugh Paddick.,3.643436909,0.93281579,1.268735886,3.239733458,9.084722042,5.441285133,medium
