level,question,answer,context,retrieved_context,final_answer,retriever_time,generator_time,total_time
medium,Both the McCulloch v. Maryland case and the In re Gault decision were decided by what body of government?,Supreme Court,"McCulloch v. Maryland, 17 U.S. 316 (1819) , was a landmark decision by the Supreme Court of the United States. In re Gault, 387 U.S. 1 (1967) , was a landmark U.S. Supreme Court decision that held that juveniles accused of crimes in a delinquency proceeding must be afforded many of the same due process rights as adults, such as the right to timely notification of the charges, the right to confront witnesses, the right against self-incrimination, and the right to counsel.","McCulloch v. Maryland, 17 U.S. 316 (1819) , was a landmark decision by the Supreme Court of the United States
Madison"" (1803) and ""McCulloch v. Maryland"" (1819).
"" Van Staphorst v. Maryland"" was the first case docketed with the court. "" West v. Barnes"" was the first case decided by the court.",The Supreme Court of the United States.,0.0,1.0278468132019043,1.0284080505371094
medium,"What professional poker player with 50 plus years of experience, won the 1979 Mixed Doubles - No Limit Hold'em?",Doyle Brunson,"Starla Brodie was a two-time World Series of Poker champion having won the 1979 Mixed Doubles - No Limit Hold'em (with Doyle Brunson) and the 1995 $1,000 Ladies - Limit 7 Card Stud event. Doyle F. Brunson (born August 10, 1933) is an American poker player who has played professionally for over 50 years.","Starla Brodie was a two-time World Series of Poker champion having won the 1979 Mixed Doubles - No Limit Hold'em (with Doyle Brunson) and the 1995 $1,000 Ladies - Limit 7 Card Stud event.
He had been a successful recreational poker player for over 25 years.
He is considered the first amateur poker player to become poker's World Champion.",Doyle Brunson,0.004586458206176758,0.6898438930511475,0.6944303512573242
medium,"After being decomissioned, the USCGC Catenary was sold to an academy located in what state?",New York," Constructed by the Gibbs Gas Engine Company and commissioned in early 1962, the vessel served as part of the USCG for over 30 years before being decommissioned in mid-1995 and sold to the United States Merchant Marine Academy. The United States Merchant Marine Academy (also known as USMMA or Kings Point) is one of the five United States service academies, located in Kings Point, New York.","USCGC ""Catenary"" (WYTL-65606) was a cutter in the United States Coast Guard (USCG)
the vessel served as part of the USCG for over 30 years before being decommissioned in mid-1995 and sold to the United States Merchant Marine Academy
In September 2012, the school was changed from a comprehensive to an academy after successfully earning academy status in 2010",New York,0.0035140514373779297,0.5267817974090576,0.5302958488464355
medium,Are both Florida Atlantic University and İzmir Institute of Technology in Florida?,no,"Florida Atlantic University (also referred to as FAU or Florida Atlantic) is a public university located in Boca Raton, Florida, with five satellite campuses located in the Florida cities of Dania Beach, Davie, Fort Lauderdale, Jupiter, and in Fort Pierce at the Harbor Branch Oceanographic Institution. İzmir Institute of Technology (Turkish: ""İzmir Yüksek Teknoloji Enstitüsü"" , commonly referred to as İYTE) is a public research university in İzmir, Turkey.","Florida Atlantic University is classified by the Carnegie Foundation as a research university with high research activity
This list of Florida Atlantic University people includes graduates, non-graduate former students, and current students of Florida Atlantic University and its graduate programs
Florida Atlantic University (also referred to as FAU or Florida Atlantic) is a public university located in Boca Raton, Florida",No.,0.01526188850402832,0.5164213180541992,0.5316832065582275
medium,what album that had honky talk women on it and was the last week to feature Steven Tylor?,Let It Bleed," Released as a single only release (although a country version was included on ""Let It Bleed""), on 4 July 1969 in the United Kingdom and a week later in the United States, it topped the charts in both nations.  Released shortly after the band's 1969 American Tour, it is the follow-up to 1968's ""Beggars Banquet"" and the last album by the band to feature Brian Jones as well as the first to feature Mick Taylor.","Preceded by the singles ""Darling Buds of May"", ""Still Here"" and ""New Year's Day"", the album was produced and mixed by Stephen Street, who had previously worked with acts such as Blur and The Smiths
and spawned the certified gold single ""Can't You See"" which launched the career of popular 90's girl group Total
The song was written and produced by the band's frontman Michael Angelakos.  It was released as the third single from the album in July 2012",Stephen Street.,0.00967860221862793,0.6381151676177979,0.6477937698364258
medium,Les Brewer co-founded a college located in what town?,Bar Harbor,"Les Brewer (born ?) College of the Atlantic (COA), founded in 1969, is a private, liberal-arts college located in Bar Harbor on Mount Desert Island, Maine, United States.","Les Brewer (born ?)  is an American businessman who co-founded the College of the Atlantic, a private, liberal arts college located in Mount Desert Island, Maine, in 1969.
Gower and his former high school classmate, businessman Les Brewer, co-founded the College of the Atlantic, a private, liberal arts college in Mount Desert Island, Maine, in 1969.
He is a tenured professor of Computer Science at UC Berkeley.  In 1996, Brewer co-founded Inktomi Corporation (bought by Yahoo! in 2003).  Working with Bill Clinton, he helped to create USA",Mount Desert Island,0.009177207946777344,0.6454503536224365,0.6546275615692139
medium,"What British astronomer and composer discovered the barred spiral galaxy known as ""NGC 4454""?",William Herschel,"NGC 4454 is a barred spiral galaxy located about 123 million light-years away in the constellation of Virgo.  NGC 4454 was discovered by astronomer William Herschel on April 17, 1784. Frederick William Herschel, (German: ""Friedrich Wilhelm Herschel"" ; 15 November 1738 – 25 August 1822) was a British astronomer and composer of German and Czech-Jewish origin, and brother of fellow astronomer Caroline Herschel, with whom he worked.","NGC 4454 is a barred spiral galaxy located about 123 million light-years away in the constellation of Virgo.  NGC 4454 was discovered by astronomer William Herschel on April 17, 1784.
NGC 4444 is an intermediate spiral galaxy in the constellation Centaurus
The first intermediate spiral galaxy discovered is the Milky Way, by Galileo, in 1610.  He was the first person with a telescope powerful enough to make such a discovery",William Herschel,0.009845733642578125,0.7072150707244873,0.7170608043670654
medium,"Who would you be more likely to get vocal lessons from, Floor Jansen or Jaime St. James",Floor Jansen,"Floor Jansen (] ; born 21 February 1981 in Goirle) is a Dutch singer, songwriter, and vocal coach. Jaime St. James is the lead vocalist and primary songwriter of the glam metal band Black 'N Blue.  He sang (and co-wrote several tracks) on Warrant's 2006 album ""Born Again"".","Floor Jansen (] ; born 21 February 1981 in Goirle) is a Dutch singer, songwriter, and vocal coach.  She is the lead vocalist of Finnish symphonic metal band Nightwish.
The album also contains a 120-minute documentary about the first days of Jansen in the band, still as an only live member, and her process of adaptation in the band
The album features the band's third lead singer, Robert Mason, who replaced original lead singer Jani Lane in 2008",Floor Jansen,0.003001689910888672,0.6234164237976074,0.6274294853210449
medium,What North Brighton organization in was estalished in 1898?,Minda Inc,"North Brighton is a suburb of Adelaide in South Australia.  The northern reaches of the suburb are occupied by Brighton Secondary School and the campus of Minda Inc, a large disability support organisation. Minda Incorporated, established in 1898, provides support to children and adults with intellectual disabilities in Adelaide, South Australia and is the largest non-Government disability support organisation in the state.","Brighton on 1 December 1908, and back to North Brighton on 1 January 1920
North Brighton is a suburb of Adelaide in South Australia
connecting with the St Kilda and Brighton Railway Company's line from St Kilda to Bay Street (now North Brighton) in 1859 and Beach Station (now Brighton Beach) in 1861",None,0.0006048679351806641,0.4243500232696533,0.424954891204834
medium,"Question: What Canadian mass murderer from Montreal, Quebec committed suicide after the mass murder?",Marc Lépine," Overall, he killed fourteen women and injured ten other women and four men in just under 20 minutes before turning the gun on himself. Marc Lépine (] ; born Gamil Rodrigue Liass Gharbi; October 26, 1964 – December 6, 1989) was a Canadian mass murderer from Montreal, Quebec, who in 1989 murdered 14 women, and wounded 10 women and four men at the École Polytechnique, an engineering school affiliated with the Université de Montréal, in the École Polytechnique massacre, also known as the ""Montreal Massacre"".","Quebec, who in 1989 murdered 14 women, and wounded 10 women and four men at the École Polytechnique, an engineering school affiliated with the Université de Montréal
Marc Lépine (] ; born Gamil Rodrigue Liass Gharbi; October 26, 1964 – December 6, 1989) was a Canadian mass murderer from Montreal, Quebec, who in 1989 murdered 14 women
The École Polytechnique massacre, also known as the Montreal massacre, occurred on December 6, 1989, at the École Polytechnique in Montreal, Quebec, Canada",Marc Lépine committed suicide after the mass murder.,0.011141061782836914,1.3000288009643555,1.3117640018463135
medium,Letting Go samples which Rihanna song from her Rated R album?,Te Amo," The song samples Rihanna's ""Te Amo"" which was also produced by the same production team, Stargate. ""Te Amo"" (English: ""I Love You"") is a song by Barbadian recording artist Rihanna from her fourth studio album, ""Rated R"" (2009).","Rated R: Remixed (stylized as Rated R /// Remixed) is the second remix album by Barbadian singer Rihanna
""Hard"" is a song by Barbadian recording artist Rihanna from her fourth studio album, ""Rated R"" (2009)
It features songs recorded by Rihanna, Clarence Coffee Jr., Kiesza, Charli XCX, Jacob Plant, and Jennifer Lopez.  It was released on March 23, 2015 through Westbury Road and Roc Nation","""Hard""",0.0076634883880615234,0.6113760471343994,0.6190395355224609
medium,Are both Robin McKinley and Anita Diamant American authors?,yes,"Jennifer Carolyn Robin McKinley (born November 16, 1952), known as Robin McKinley, is an American author of fantasy and children's books. Anita Diamant (born June 27, 1951) is an American author of fiction and non-fiction books.","Jennifer Carolyn Robin McKinley (born November 16, 1952), known as Robin McKinley, is an American author of fantasy and children's books
Anita Diamant (born June 27, 1951) is an American author of fiction and non-fiction books.  She has published five novels, the most recent of which is ""The Boston Girl"", a ""New York Times"" best seller
The series is based on the best-selling novel of the same name by Anita Diamant.",Yes.,0.009037017822265625,0.5352871417999268,0.5443241596221924
medium,What is is the population of the county that contains the Edwin H. Armstrong House?,"949,113","The Edwin H. Armstrong House, in Yonkers in Westchester County, New York, is unusual for having achieved listing on the National Register of Historic Places and even designation as a National Historic Landmark, only to be demolished.  According to the 2010 Census, the county had a population of 949,113, estimated to have increased by 2.7% to 974,542 by 2016.","Armstrong House, in Yonkers in Westchester County, New York, is unusual for having achieved listing on the National Register of Historic Places and even designation as a National Historic Landmark
The Edwin H
The Edwin H. Farnum House is an historic house at the junction of Putnam Pike (United States Route 44) and Collins Street in Johnston, Rhode Island",Westchester County,0.014443159103393555,0.5869870185852051,0.6014301776885986
medium,Which of the following operas is composed of five acts: Anna Bolena or Mireille?,Mireille,"Anna Bolena is a tragic opera (""tragedia lirica"") in two acts composed by Gaetano Donizetti. Mireille is an 1864 opera in five acts by Charles Gounod to a French libretto by Michel Carré after Frédéric Mistral's poem ""Mireio"".","Mireille is an 1864 opera in five acts by Charles Gounod to a French libretto by Michel Carré after Frédéric Mistral's poem ""Mireio"".  The vocal score is dedicated to George V of Hanover.
Anna Bolena is a tragic opera (""tragedia lirica"") in two acts composed by Gaetano Donizetti
Felice Romani wrote the Italian libretto after Ippolito Pindemonte's ""Enrico VIII ossia Anna Bolena"" and Alessandro Pepoli's ""Anna Bolena"", both recounting the life of Anne Boleyn",Mireille,0.008440971374511719,0.6435718536376953,0.6530370712280273
medium,What three act opera by German composer Richard Wagner did Uwe Eric Laufenberg direct at the Bayreuth Festival?,Parsifal,"Uwe Eric Laufenberg (born 11 December 1960) is a German actor, stage director for play and opera, and theatre manager who has directed at international opera houses and festivals, such as ""Elektra"" at the Vienna State Opera and ""Parsifal"" at the Bayreuth Festival. Parsifal (WWV 111) is an opera in three acts by German composer Richard Wagner.","The Bayreuth canon consists of those operas by the German composer Richard Wagner (1813–1883) that have been performed at the Bayreuth Festival
It is world-famous for its annual Bayreuth Festival, at which performances of operas by the 19th-century German composer Richard Wagner are presented.
Uwe Eric Laufenberg (born 11 December 1960) is a German actor, stage director for play and opera, and theatre manager who has directed at international opera houses and festivals",Die Meistersinger von Nürnberg,0.0013761520385742188,0.9629983901977539,0.9643745422363281
medium,Who directed the 1939 film Gunga Din with actor Cary Grant?,George Stevens,"Gunga Din is a 1939 RKO adventure film directed by George Stevens and starring Cary Grant, Victor McLaglen, and Douglas Fairbanks, Jr., loosely based on the poem of the same name by Rudyard Kipling combined with elements of his short story collection ""Soldiers Three"". Cary Grant (born Archibald Alec Leach; January 18, 1904 – November 29, 1986) was a British-American actor, known as one of classic Hollywood's definitive leading men.","Gunga Din is a 1939 RKO adventure film directed by George Stevens and starring Cary Grant, Victor McLaglen, and Douglas Fairbanks, Jr
Epstein.  Capra actually filmed the movie in 1941 because of star Cary Grant's availability, but it was not released until 1944, after the original stage version had finished its run on Broadway
Joel Sayre (December 13, 1900 – September 9, 1979) was an American novelist, war reporter, and screenwriter born in Marion, Indiana.  He was the chief screenwriter for the 1939 film Gunga Din",George Stevens,0.003034830093383789,0.5696077346801758,0.5726425647735596
medium,Who appeared as a DC Comic book hero in a title revived in 2007?,Donna Troy,"Donna Troy is a comic book superheroine published by DC Comics.  She first appeared in ""The Brave and the Bold"" vol. The Brave and the Bold is the title shared by many comic book series published by DC Comics.  It was followed by a mini-series in 1991 and 1999, and was revived as an ongoing title in 2007.","The character occasionally appeared in comics featuring the Justice League from 1969 to 1989, when the ""Invasion! "" limited-series comic book gave him superpowers
Although, solicitations for ""DC Universe Online: Legends"", along with many other comics
Raven is a fictional superheroine appearing in American comic books published by DC Comics",Raven.,0.0018153190612792969,0.5873942375183105,0.5892095565795898
medium,"Josie Cotton is best known for Johnny Are You Queer, which was used in the soundtrack for what 1983 American romantic comedy film that was directed by Martha Coolidge?",Valley Girl,"Josie Cotton (born 1956) is an American singer and songwriter, best known for ""Johnny Are You Queer?  was used on the soundtracks to ""Jackass Number Two"" and ""Valley Girl"". Valley Girl is a 1983 American romantic comedy film directed by Martha Coolidge, and stars Nicolas Cage, Deborah Foreman, Michelle Meyrink, Elizabeth Daily, Cameron Dye and Michael Bowen.","Josie Cotton (born 1956) is an American singer and songwriter, best known for ""Johnny Are You Queer? "" and ""He Could Be the One"" from 1982
""Johnny Are You Queer?""  was used on the soundtracks to ""Jackass Number Two"" and ""Valley Girl"".  ""He Could Be the One"" was used in ""Valley Girl"".
""Johnny Are You Queer?""  (also stylized as ""Johnny, Are You Queer?"")  is a 1980s pop song that was written by Bobby and Larson Paine",Valley Girl,0.005852222442626953,0.6689977645874023,0.6748499870300293
medium,When did the web series featuring Emily Meade air its final episode? ,"January 22, 2014"," She has appeared in films such as ""Twelve"" (2010), ""My Soul to Take"" (2010), ""Gimme Shelter"" (2013), ""That Awkward Moment"" (2014), ""Money Monster"" (2016), and ""Nerve"" (2016), and the television series ""Boardwalk Empire"", """", ""The Leftovers"" and ""Broad City"".  The creation of the web series began after Glazer received poor feedback on a project she and a partner had been working on.  The series premiered on Comedy Central on January 22, 2014.","Emily Meade (born January 10, 1989) is an American film and television actress
Amy Poehler is one of ""Broad City""'s executive producers, and appeared in the webseries finale.  The series premiered on Comedy Central on January 22, 2014.
It first aired on November 10, 2015 on Fox.  The episode was directed by Michael Uppendahl and written by Ian Brennan","January 22, 2014",0.019544601440429688,1.049698829650879,1.0692434310913086
medium,"Secret in Their Eyes co-starred the American actor best known for what role on ""House of Cards""?",Doug Stamper," The film stars Chiwetel Ejiofor, Nicole Kidman, Julia Roberts, Dean Norris, and Michael Kelly. Michael Joseph Kelly (born May 22, 1968) is an American actor.  He is best known for his role as Doug Stamper in ""House of Cards"", as well as for roles in films such as ""Changeling"", ""Dawn of the Dead"", ""The Adjustment Bureau"", ""Chronicle"", ""Now You See Me"", and ""Everest"".","He is best known for his role as Doug Stamper in ""House of Cards"", as well as for roles in films such as ""Changeling"", ""Dawn of the Dead"", ""The Adjustment Bureau"", ""Chronicle"", ""Now You See Me""
Michel Gill (born April 16, 1960), also known as Michael Gill, is an American actor best known for playing President Garrett Walker in the Netflix series ""House of Cards"" and Gideon Goddard on ""Mr
Secret in Their Eyes is a 2015 American psychological thriller film written and directed by Billy Ray and a remake of the 2009 Argentine film of the same name",President Garrett Walker,0.009366273880004883,0.641524076461792,0.6514570713043213
medium,Carrie Pilby stars which Irish actor and musician?,Colin Arthur O'Donoghue," The film stars Bel Powley, Nathan Lane, Gabriel Byrne, Jason Ritter, William Moseley, Vanessa Bayer, and Colin O'Donoghue. Colin Arthur O'Donoghue (born 26 January 1981) is an Irish actor and musician, best known for portraying Captain Killian ""Hook"" Jones on the TV show ""Once Upon a Time"".","Carrie Pilby is a 2016 American comedy film directed by Susan Johnson and written by Kara Holden and Dean Craig, based on the best-selling novel of the same name by Caren Lissner
Susan Johnson (born December 18, 1970) is an American film producer and director, known for directing the 2016 comedy film ""Carrie Pilby"".
""Office Christmas Party"" and ""Carrie Pilby""",No Irish actor and musician stars in Carrie Pilby.,0.0008492469787597656,1.3333234786987305,1.3341727256774902
medium,"Strange Clouds features a guest apperance by which singer born on December 13, 1989 ?",Taylor Swift," The album features guest appearances from Morgan Freeman, Taylor Swift, Lil Wayne, Chris Brown, T.I., Nicki Minaj, Ryan Tedder, Lauriana Mae, Playboy Tre, Trey Songz, Nelly and Roscoe Dash while the production was handled by Dr. Luke, Cirkut, Ryan Tedder, Lil' C, Mynority, Stargate, Frequency, Mike WiLL Made It, P-Nasty, Super Water Sympathy, Kutta, Billboard, Jamieson Jones, Jim Jonsin and B.o.B himself. Taylor Alison Swift (born December 13, 1989) is an American singer-songwriter.","Strange Clouds is the second studio album by American hip hop recording artist B.o.B, released on May 1, 2012, under Grand Hustle Records, Rebel Rock Entertainment, and Atlantic Records
""So Good"" is a song American hip hop recording artist B.o.B.  The song, released via digital download on February 21, 2012, is the second single from his second studio album ""Strange Clouds""
The group's self-titled debut album was released on April 28, 2009, through Atlantic Records.  Their second album ""The Strange Case Of..."" was released on April 10, 2012",Taylor Swift,0.00749516487121582,0.5588283538818359,0.5663235187530518
medium,"What is the name of this English football former football player and co-owner of Salford City, who was drafted, along with his brother, for the 1995-96 Manchester United F.C. season?",Philip John Neville,"The 1995–96 season was Manchester United's fourth season in the Premier League, and their 21st consecutive season in the top division of English football.  Instead, he had drafted in young players like Nicky Butt, David Beckham, Paul Scholes and the Neville brothers, Gary and Phil. Philip John Neville (born 21 January 1977) is an English football former football player and current television pundit for Sky Sports, who is the co-owner of Salford City.","Philip John Neville (born 21 January 1977) is an English football former football player and current television pundit for Sky Sports, who is the co-owner of Salford City.
On club level he played for Wrexham and West Bromwich Albion.
he began his football career as a junior with Manchester City before joining Leicester City in 2005 where he spent three seasons before joining Charlton Athletic in the summer of 2007",Philip Neville.,0.0082855224609375,0.6089046001434326,0.6178269386291504
medium,"What company released a game in 2006 which included a real life mission where six armed men stormed the Iranian embassy in South Kensington, London in 1980?",Konami,"The Regiment is a computer game that was released by Konami in 2006.  It is based on the Special Air Service, and includes some real-life missions such as the Iranian Embassy siege. The Iranian Embassy siege took place from 30 April to 5 May 1980, after a group of six armed men stormed the Iranian embassy in South Kensington, London.","The Iranian Embassy siege took place from 30 April to 5 May 1980, after a group of six armed men stormed the Iranian embassy in South Kensington, London
The Regiment is a computer game that was released by Konami in 2006.  It is based on the Special Air Service, and includes some real-life missions such as the Iranian Embassy siege.
MM (25 April 1949 – 26 August 2011) was a British Army soldier who led an SAS team which stormed the Iranian embassy in London in May 1980 to end the Iranian Embassy siege (Operation Nimrod)",Konami,0.007078409194946289,0.568016767501831,0.5750951766967773
medium,Are Rusty Nail and French Connection both cocktails?,yes, The drink was included in Difford's Guide Top 100 Cocktails. A French Connection is a cocktail made with equal parts Cognac and Amaretto liqueur.,"A Rusty Nail is made by mixing Drambuie and Scotch whisky.  The drink was included in Difford's Guide Top 100 Cocktails.
A French Connection is a cocktail made with equal parts Cognac and Amaretto liqueur.
but the cognac- and gin-based Corpse Reviver and Corpse Reviver #2 cocktails that were first listed in the Savoy Cocktail Handbook by Harry Craddock in 1930 have survived to this day",Yes.,0.005759000778198242,0.5255634784698486,0.5313224792480469
medium,"Which fighter from WEC 38 is known as the ""busiest"" fighter in the UFC?",Donald Cerrone,"WEC 38: Varner vs. Cerrone was a mixed martial arts event held by World Extreme Cagefighting on January 25, 2009.  In the main event, WEC Lightweight Champion Jamie Varner defended his title against undefeated top contender Donald Cerrone.  He is also known as the ""busiest"" fighter in the UFC, due to consistently having at least four fights per year since 2013.","He is also known as the ""busiest"" fighter in the UFC, due to consistently having at least four fights per year since 2013.
He was the fourth and final WEC Featherweight Champion and thus, became the first UFC Featherweight Champion during the UFC/WEC merger.  He is a former two-time UFC Featherweight Champion
Cerrone currently holds the record for most post-fight bonuses (Fight/Performance of the Night, Knockout/Submissions of the Night) in UFC/WEC history with 18",Cerrone,0.004017353057861328,0.622314453125,0.6263318061828613
medium,The Crystal Palace Football Club Player of the Year was won four times by an Argentine footballer who plays what position for English club Crystal Palace?,goalkeeper," Two players have received the award on more than two occasions, Jim Cannon won it three times and Julián Speroni won it four times. Julián Maria Speroni (] ; born 18 May 1979) is an Argentine footballer who plays as a goalkeeper for English club Crystal Palace.","The Crystal Palace Football Club Player of the Year is awarded at the end of each season.  Since the inaugural award was made to John McCormick in 1972, 34 different players have won the award
He made 25 league appearances for Crystal Palace scoring a single goal
He currently serves as the Under-18s coach at Crystal Palace",The Argentine footballer plays as a midfielder.,0.0025053024291992188,1.1075937747955322,1.1100990772247314
medium,How many districts are in the region of Ghana which shares a boundary with the Amansie East District?,twenty-seven,"New Edubiase is a small town and is the capital of Adansi South, a district in the Ashanti Region of Ghana.  It shares boundaries on the north with Adansi North and the northeast with the Amansie East District and on the east side shares boundary with Birim East in the Eastern Region, share boundary with Obuasi Municipal from the west and the south with Assin North in the Central Region. The Adansi South District is one of the twenty-seven (27) districts in the Ashanti Region of Ghana, and the southernmost district in the Ashanti Region.","The Adansi South District is one of the twenty-seven (27) districts in the Ashanti Region of Ghana, and the southernmost district in the Ashanti Region.  Its capital is New Edubiase.
It shares boundaries on the north with Adansi North and the northeast with the Amansie East District and on the east side shares boundary with Birim East in the Eastern Region
Amansie West is located in the Amansie West district of the Ashanti Region of Ghana.",27,0.0,0.4634895324707031,0.4634895324707031
medium,when was the film released in which Jay Chou played Kato in the 2011?,"January 14, 2011"," Jay Chou played Kato in the 2011 Green Hornet film. The Green Hornet is a 2011 American superhero action comedy film based on the character of the same name by George W. Trendle and Fran Striker that had originated in a 1930s radio program and has appeared in movie serials, a television series, comic books, and other media.  The film was released to theaters in North America on January 14, 2011 by Columbia Pictures, in versions including RealD Cinema and IMAX 3D.","Keye Luke took the role in the movie serials, and in the television series he was portrayed by Bruce Lee.  Jay Chou played Kato in the 2011 Green Hornet film.
Kato was the Hornet's assistant and has been played by a number of actors
Sol Kyung-gu, Hwang Jung-min, Ha Jung-woo, in terms of acting talent and box office guarantee in Korean cinema, in films such as ""Running Turtle"" (2009), ""The Yellow Sea"" (2010), ""Punch"" (2011)",2011,0.0006933212280273438,0.5481739044189453,0.5488672256469727
medium,Which band was discovered by the man that recruited Peter Brown for their management team?,the Beatles," After Brian Epstein recruited Brown to run the Epstein's music store in Liverpool, he became part of the Beatles' management team.  Epstein first discovered the Beatles in November 1961 during a lunchtime performance at The Cavern Club.","Peter Brown is an American-based English businessman.  After Brian Epstein recruited Brown to run the Epstein's music store in Liverpool, he became part of the Beatles' management team
Peter Brown (born 15 November 1963) is a former Australian rules footballer who played for St Kilda in the Victorian Football League (VFL) in 1985-86
The group, including Mike Bitts (bass guitar) and Steve Brown (drums), was formed in Lancaster",The Beatles.,0.008206605911254883,0.6472759246826172,0.6554825305938721
medium,"In what year was the man who used the pen name ""Harun Yahya"" born?",1956,"Adnan Oktar (born 2 February 1956), also known as Harun Yahya, is a Turkish author as well as an Islamic creationist. The Atlas of Creation (or, in Turkish, ""Yaratılış Atlası"") is a series of creationist books written by Adnan Oktar under the pen name ""Harun Yahya"".","Around 765, he was appointed to Azerbaijan by the Caliph Al-Mansur.  Yahya's son Fadl ibn Yahya was born at Ar-Reiy, at the same time as Caliph al-Mahdi's son Harun
Following is a list of books written by Turkish author Adnan Oktar (born February 2, 1956), also known by the pen name Harun Yahya.  Oktar is an advocate of Islamic creationism.
Al-Mahdi entrusted Yahya in 778 with Harun's education.","February 2, 1956",0.0076258182525634766,0.9255466461181641,0.9337589740753174
medium,The Koolie and the Sakhalin Husky are both breeds of what animal?,dog,"The Koolie (also known as the Australian Koolie or by the misnomer German Coolie) is an Australian dog breed. The Sakhalin Husky, also known as the Karafuto-Ken (樺太犬 ) , is a breed of dog used as a sled dog.","The Sakhalin Husky, also known as the Karafuto-Ken (樺太犬 ) , is a breed of dog used as a sled dog.
The husky is a blend of various Northern breeds, chosen particularly for skills such as pulling
The Koolie (also known as the Australian Koolie or by the misnomer German Coolie) is an Australian dog breed",Dog,0.009053945541381836,0.42943644523620605,0.4384903907775879
medium,What do both Ronnie Dunn and Jane Relf do?,singer,"Ronnie Gene Dunn (born June 1, 1953) is an American country music singer-songwriter and record executive. Jane Relf (born 7 March 1947) is a British singer and the younger sister of Keith Relf of the Yardbirds.","Jane Relf (born 7 March 1947) is a British singer and the younger sister of Keith Relf of the Yardbirds.
Ronnie Gene Dunn (born June 1, 1953) is an American country music singer-songwriter and record executive.  In 2011, Dunn began working as a solo artist following the breakup of Brooks & Dunn
Stéphanie Szostak, Emily Meade, Ann Dowd, and Brendan Fraser",Ronnie Dunn and Jane Relf are singers.,0.006667375564575195,1.1844522953033447,1.19111967086792
medium,"This resort, luxury hotel and casino owned and operated by MGM Resorts International and was built on the site of a hotel and casino designed by who?",Maxwell Starkman,"Bellagio is a resort, luxury hotel and casino on the Las Vegas Strip in Paradise, Nevada.  It is owned and operated by MGM Resorts International and was built on the site of the demolished Dunes hotel and casino. The Dunes Hotel was a hotel and casino on the Las Vegas Strip in Paradise, Nevada, that operated from May 23, 1955 to January 26, 1993.  Designed by architect Maxwell Starkman, it was the tenth resort to open on the Strip.","It is owned and operated by MGM Resorts International and was built on the site of the demolished Dunes hotel and casino
It is owned and operated by MGM Resorts International.  The hotel offers 2,992 guest rooms, including 259 luxury suites
As of December 31, 2016, the company owned 11 properties operated by MGM Resorts International, comprising 27,233 hotel rooms",The Dunes hotel and casino.,0.009563446044921875,0.9317982196807861,0.941361665725708
medium,What Henry Ramsden Bramley song is listed as number 394 in the Roxburghe Collection?,"God Rest You Merry, Gentlemen","Henry Ramsden Bramley (4 June 1833 – February 1917) was an English clergyman and hymnologist perhaps best known for his collaborations with the composer Sir John Stainer.  Along with earlier 19th-century composers such as William Sandys and John Mason Neale, Bramley and Stainer are credited with fuelling a Victorian revival of Christmas carols with their 1871 publication of Christmas Carols, New and Old, which popularised carols such as ""The First Nowell"", ""God Rest You Merry, Gentlemen"" and ""The Holly and the Ivy"".  It is in the Roxburghe Collection (iii.  452), and is listed as no. 394 in the Roud Folk Song Index.","Henry Ramsden Bramley (4 June 1833 – February 1917) was an English clergyman and hymnologist perhaps best known for his collaborations with the composer Sir John Stainer
with music, book, and lyrics by O'Brien
with the vocal group Bradford Singers",No song by Henry Ramsden Bramley is listed in the retrieved context.,0.004007577896118164,1.6919140815734863,1.6959216594696045
medium,What area in South Africa does Washing of the Spears and Shaka have in common?,Zulu,"The Washing of the Spears is a 1965 book about the ""Zulu Nation under Shaka"" and the Anglo-Zulu War of 1879, written by Donald R. Morris. Shaka kaSenzangakhona (c. 1787 – 22 September 1828), also known as Shaka Zulu (] ), was one of the most influential monarchs of the Zulu Kingdom.","The Washing of the Spears is a 1965 book about the ""Zulu Nation under Shaka"" and the Anglo-Zulu War of 1879, written by Donald R. Morris.
Botswana,Lesotho,Mozambique ,ZambiaMalawi,Tanzania and Mostly due Difecane under Shaka when most tribes migrating from the Zulu land were subjugating other smaller less organised tribes
No prior settlements in the area have ever been documented or known by the Zulu or Xhosa.  His diary provides a contemporary account of Shaka and the kingdom of the Zulu in South Africa.",South Africa,0.010004043579101562,0.5748186111450195,0.5848226547241211
medium, Richard Green was referee for several major bouts including which American professional boxer and activist? ,Muhammad Ali,"Richard Green (c. 1937 – July 1, 1983) was a professional boxing referee.  He officiated several major bouts, such as Muhammad Ali-Larry Holmes in 1980. Muhammad Ali ( ; born Cassius Marcellus Clay Jr.; January 17, 1942 – June 3, 2016) was an American professional boxer and activist.","Richard Green (c. 1937 – July 1, 1983) was a professional boxing referee.  He officiated several major bouts, such as Muhammad Ali-Larry Holmes in 1980
George Curtis (April 9, 1925 – May 13, 2004) was a professional boxer, referee and business owner who was licensed to officiate bouts in Las Vegas, Nevada.
He had two wins, both over one-time champion Billy Green, five losses and two draws in his professional career.",Muhammad Ali,0.009279966354370117,0.6338613033294678,0.6431412696838379
